#GeneID,Symbol,GeneInfo,# elements 1,casTLE Effect 1,casTLE Score 1,# elements 2,casTLE Effect 2,casTLE Score 2,Combo casTLE Effect,Combo casTLE Score,casTLE p-value,Minimum Effect Estimate,Maximum Effect Estimate
ENSG00000177191,B3GNT8,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",9,-0.2,0.279,9,-0.3,0.444,-0.2,0.652,0.672,-1.7,1.1
ENSG00000156475,PPP2R2B,"protein phosphatase 2, regulatory subunit B, beta",10,0.2,0.569,10,0.1,0.148,0.2,0.651,0.672,-1.1,1.6
ENSG00000066739,ATG2B,autophagy related 2B,10,0,0,10,-0.4,2.56,-0.3,0.651,0.672,-1.9,0.5
ENSG00000085662,AKR1B1,"aldo-keto reductase family 1, member B1 (aldose reductase)",10,0,0,10,0.3,1.84,0.2,0.65,0.672,-0.8,1.8
ENSG00000105053,VRK3,vaccinia related kinase 3,10,-0.2,0.995,10,0,0,-0.2,0.65,0.672,-1.7,1
ENSG00000154358,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",10,-0.3,0.524,10,-0.2,0.216,-0.3,0.649,0.672,-1.8,0.7
ENSG00000171160,MORN4,MORN repeat containing 4,10,-0.1,0.673,10,-0.1,0.0316,-0.1,0.649,0.672,-1.6,1.2
ENSG00000105538,RASIP1,Ras interacting protein 1,10,0.9,0.55,10,-0.3,1.18,-0.2,0.649,0.672,-1,2
ENSG00000133243,BTBD2,BTB (POZ) domain containing 2,10,0.4,1.08,10,0,0,0.3,0.648,0.672,-1.5,1.4
ENSG00000105750,ZNF85,zinc finger protein 85,10,0.1,0.111,10,-0.5,1.45,-0.5,0.648,0.672,-1.9,0.6
ENSG00000090615,GOLGA3,golgin A3,10,-0.1,0.646,10,-0.1,0.0578,-0.1,0.648,0.672,-1.1,1.8
ENSG00000122012,SV2C,synaptic vesicle glycoprotein 2C,10,0,0,10,-0.2,1.11,-0.1,0.647,0.672,-1.7,1
ENSG00000056586,RC3H2,ring finger and CCCH-type domains 2,10,-0.1,0.391,10,-0.1,0.316,-0.1,0.647,0.672,-1.7,1.2
ENSG00000188282,RUFY4,RUN and FYVE domain containing 4,10,-0.4,2.35,10,0.2,0.614,-0.1,0.347,0.672,-1.6,1.1
ENSG00000109685,WHSC1,Wolf-Hirschhorn syndrome candidate 1,10,0,0,10,0.2,0.815,0.1,0.347,0.672,-1.8,1.2
ENSG00000159753,RLTPR,"RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing",10,0.8,2.32,10,-0.2,1.25,-0.1,0.347,0.672,-1,2
ENSG00000127952,STYXL1,serine/threonine/tyrosine interacting-like 1,10,0.3,1.38,10,-0.1,0.0677,0.1,0.648,0.673,-1.1,1.6
ENSG00000217236,SP9,Sp9 transcription factor,9,0.3,1.57,9,0,0,0.1,0.648,0.673,-1.1,1.7
ENSG00000139515,PDX1,pancreatic and duodenal homeobox 1,10,-0.2,0.629,9,0.2,0.194,-0.1,0.647,0.673,-1.4,1.3
ENSG00000185753,CXORF38,chromosome X open reading frame 38,10,0.1,0.241,10,0.2,0.623,0.1,0.646,0.673,-1,1.7
ENSG00000168297,PXK,PX domain containing serine/threonine kinase,10,-0.1,0.218,10,-0.4,1.01,-0.2,0.646,0.673,-1.3,1.5
ENSG00000088881,EBF4,early B-cell factor 4,10,0.2,0.936,10,-0.7,1.14,0.1,0.645,0.673,-1.8,1.1
ENSG00000169964,TMEM42,transmembrane protein 42,10,-0.2,2.02,10,0.5,1.35,-0.2,0.645,0.673,-1,1.7
ENSG00000181467,RAP2B,"RAP2B, member of RAS oncogene family",10,-0.2,1.17,10,0.3,2.19,0.2,0.644,0.673,-0.9,1.6
ENSG00000115844,DLX2,distal-less homeobox 2,10,0.1,0.381,10,0.1,0.322,0.1,0.644,0.673,-0.9,1.8
ENSG00000104093,DMXL2,Dmx-like 2,9,-0.2,0.0311,9,0.2,1.69,0.1,0.644,0.673,-1.2,1.6
ENSG00000188340,OR6N2,"olfactory receptor, family 6, subfamily N, member 2",10,-0.4,1.43,10,-1,1.36,-0.4,0.643,0.673,-2,0.3
ENSG00000249160,RP11-1C1.5,N/A,10,0.2,0.552,10,-0.3,2.01,-0.3,0.642,0.673,-1.4,1.3
ENSG00000197256,KANK2,KN motif and ankyrin repeat domains 2,10,-0.1,0.161,10,0.2,1.42,0.1,0.642,0.673,-1.2,1.5
ENSG00000213215,OR2F1,"olfactory receptor, family 2, subfamily F, member 1",10,-0.1,0.541,10,-0.1,0.159,-0.1,0.642,0.673,-1.5,1.3
ENSG00000081803,CADPS2,Ca++-dependent secretion activator 2,10,0.2,0.587,10,0.1,0.173,0.1,0.641,0.673,-1.1,1.6
ENSG00000162992,NEUROD1,neuronal differentiation 1,10,0.2,0.806,10,0,0,0.2,0.641,0.673,-1,1.7
ENSG00000087116,ADAMTS2,"ADAM metallopeptidase with thrombospondin type 1 motif, 2",10,0,0,10,-0.3,2.37,-0.3,0.641,0.673,-1.7,0.8
ENSG00000165476,REEP3,receptor accessory protein 3,10,-0.9,1.25,10,0.2,0.553,0.1,0.346,0.673,-2,0.9
ENSG00000204913,LRRC3C,leucine rich repeat containing 3C,10,0.2,0.398,10,0.1,0.0925,0.1,0.346,0.673,-1.8,1.2
ENSG00000113068,PFDN1,prefoldin subunit 1,10,0.1,0.106,10,0.1,0.273,0.1,0.346,0.673,-1.3,1.5
ENSG00000169688,MT1B,metallothionein 1B,10,-0.1,0.242,10,-0.3,0.278,-0.1,0.345,0.673,-1.7,1
ENSG00000070269,TMEM260,transmembrane protein 260,10,-0.1,0.577,10,0.2,0.747,0.1,0.344,0.673,-1.3,1.5
ENSG00000215397,SCRT2,scratch family zinc finger 2,7,0.1,0.501,7,0.3,0.404,0.2,0.644,0.674,-1,2
ENSG00000189127,ANKRD34B,ankyrin repeat domain 34B,10,-0.1,0.112,10,-0.1,0.588,-0.1,0.643,0.674,-1.5,1.3
ENSG00000122861,PLAU,"plasminogen activator, urokinase",9,0.1,0.299,9,0.4,0.994,0.2,0.642,0.674,-0.5,2
ENSG00000164591,MYOZ3,myozenin 3,10,0.3,1.4,10,-0.1,0.0288,0.3,0.64,0.674,-2,1.1
ENSG00000166106,ADAMTS15,"ADAM metallopeptidase with thrombospondin type 1 motif, 15",10,0.2,0.839,10,-0.2,1.72,0.2,0.64,0.674,-1.1,1.5
ENSG00000258466,RP11-1012A1.4,N/A,8,-0.2,0.306,8,-0.2,0.392,-0.2,0.64,0.674,-1.4,1.7
ENSG00000256713,PGA5,"pepsinogen 5, group I (pepsinogen A)",5,0.5,1.02,5,-0.2,0.887,-0.2,0.64,0.674,-1.4,1.9
ENSG00000130649,CYP2E1,"cytochrome P450, family 2, subfamily E, polypeptide 1",9,0,0,9,0.4,1.86,0.2,0.638,0.674,-0.8,1.8
ENSG00000166377,ATP9B,"ATPase, class II, type 9B",10,0.2,1.64,10,-0.1,0.0663,0.1,0.637,0.674,-1.8,0.9
ENSG00000205018,RP11-830F9.6,N/A,10,0,0,10,0.2,2.33,0.2,0.636,0.674,-1,1.6
ENSG00000258365,RP11-1105G2.3,N/A,10,0,0,10,-0.7,2.12,-0.1,0.636,0.674,-2,0.5
ENSG00000162951,LRRTM1,leucine rich repeat transmembrane neuronal 1,9,0.1,0.0496,9,0.1,0.326,0.1,0.343,0.674,-0.8,2
ENSG00000240764,PCDHGC5,"protocadherin gamma subfamily C, 5",5,-0.4,1.9,5,0.1,0.0461,-0.3,0.343,0.674,-2,1.2
ENSG00000165300,SLITRK5,"SLIT and NTRK-like family, member 5",10,0.2,1.36,10,-0.1,0.4,0.1,0.343,0.674,-1.3,1.5
ENSG00000175305,CCNE2,cyclin E2,10,-0.2,0.266,10,0.9,0.375,-0.1,0.342,0.674,-1,2
ENSG00000124749,COL21A1,"collagen, type XXI, alpha 1",10,0,0,10,0.1,0.556,0.1,0.342,0.674,-1.1,1.7
ENSG00000205174,C7ORF66,chromosome 7 open reading frame 66,10,-0.1,0.273,10,-0.1,0.101,-0.1,0.342,0.674,-1.6,1.2
ENSG00000119669,IRF2BPL,interferon regulatory factor 2 binding protein-like,10,-0.2,0.818,10,0,0,-0.1,0.342,0.674,-1.6,1.2
ENSG00000166448,TMEM130,transmembrane protein 130,10,-0.2,1.51,10,0.1,0.209,-0.2,0.342,0.674,-1.6,1.1
ENSG00000146826,C7ORF43,chromosome 7 open reading frame 43,10,0.1,0.115,10,-1.3,2.31,0.1,0.342,0.674,-2,0.7
ENSG00000180525,PRR26,proline rich 26,10,-0.8,1.49,10,0,0,-0.1,0.341,0.674,-2,0.5
ENSG00000017427,IGF1,insulin-like growth factor 1 (somatomedin C),10,-0.1,0.41,10,1.2,1.54,-0.1,0.341,0.674,-0.8,2
ENSG00000010165,METTL13,methyltransferase like 13,10,-0.1,0.377,10,-0.1,0.323,-0.1,0.64,0.675,-1.6,1.2
ENSG00000138814,PPP3CA,"protein phosphatase 3, catalytic subunit, alpha isozyme",10,-0.4,1.91,10,0,0,-0.2,0.64,0.675,-1.5,1.3
ENSG00000167900,TK1,"thymidine kinase 1, soluble",10,0.2,1.1,10,0,0,0.3,0.64,0.675,-0.7,1.8
ENSG00000198502,HLA-DRB5,"major histocompatibility complex, class II, DR beta 5",10,-0.2,0.776,10,0,0,-0.1,0.64,0.675,-1.1,1.9
ENSG00000169393,ELSPBP1,epididymal sperm binding protein 1,10,-0.1,0.151,10,-0.3,0.961,-0.2,0.639,0.675,-1.7,1
ENSG00000236320,SLFN14,schlafen family member 14,10,0.2,1.25,10,0,0,0.1,0.639,0.675,-1,1.7
ENSG00000197006,METTL9,methyltransferase like 9,10,0,0,10,1.3,1.54,0.1,0.639,0.675,-0.5,2
ENSG00000160678,S100A1,S100 calcium binding protein A1,10,0,0,10,0.3,1.47,0.2,0.639,0.675,-1,1.6
ENSG00000155090,KLF10,Kruppel-like factor 10,10,-0.2,0.693,10,0.3,1.68,0.3,0.638,0.675,-0.6,1.9
ENSG00000127928,GNGT1,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1",10,0.1,0.211,10,0.4,0.725,0.2,0.637,0.675,-0.9,1.7
ENSG00000235109,ZSCAN31,zinc finger and SCAN domain containing 31,10,-0.3,2.33,10,0.6,2.7,-0.2,0.637,0.675,-0.9,1.9
ENSG00000102572,STK24,serine/threonine kinase 24,10,-0.2,1.39,10,0,0,-0.1,0.637,0.675,-1.6,1.1
ENSG00000161010,C5ORF45,chromosome 5 open reading frame 45,10,-0.1,0.185,10,0.2,1.32,0.1,0.637,0.675,-0.7,2
ENSG00000182156,ENPP7,ectonucleotide pyrophosphatase/phosphodiesterase 7,10,0.1,0.823,10,0,0,0.1,0.635,0.675,-1.1,1.7
ENSG00000242114,MTFP1,mitochondrial fission process 1,10,0,0,10,0.1,0.863,0.1,0.634,0.675,-0.7,1.9
ENSG00000138135,CH25H,cholesterol 25-hydroxylase,10,0.5,2.41,10,0,0,0.2,0.634,0.675,-0.7,1.8
ENSG00000172551,MUCL1,mucin-like 1,10,-0.1,0.351,10,0.1,0.737,0.1,0.633,0.675,-1.4,1.2
ENSG00000162601,MYSM1,"Myb-like, SWIRM and MPN domains 1",9,-0.2,1.32,9,0,0,-0.2,0.633,0.675,-1.8,1
ENSG00000175518,UBQLNL,ubiquilin-like,10,0.1,0.346,10,0.1,0.345,0.1,0.633,0.675,-1.1,1.6
ENSG00000272410,RP11-438J1.1,N/A,4,0.5,1.08,4,-0.1,0.24,0.3,0.633,0.675,-1.2,2
ENSG00000134109,EDEM1,"ER degradation enhancer, mannosidase alpha-like 1",10,0.1,0.204,10,-0.2,2.15,-0.2,0.632,0.675,-1.5,1.2
ENSG00000112343,TRIM38,tripartite motif containing 38,10,0.1,0.256,10,-0.2,0.964,-0.2,0.632,0.675,-1.5,1.1
ENSG00000175697,GPR156,G protein-coupled receptor 156,10,0,0,10,-0.2,0.856,-0.1,0.34,0.675,-1.3,1.4
ENSG00000172828,CES3,carboxylesterase 3,10,0,0,10,0.2,0.848,0.1,0.34,0.675,-1.4,1.4
ENSG00000176532,PRR15,proline rich 15,10,-0.2,0.517,10,0.4,1.84,-0.1,0.339,0.675,-1,1.7
ENSG00000185294,SPPL2C,signal peptide peptidase like 2C,10,-0.3,0.767,10,0.3,2.01,-0.1,0.339,0.675,-1.1,1.7
ENSG00000174016,FAM46D,"family with sequence similarity 46, member D",10,0.1,0.0534,10,0.2,0.37,0.1,0.339,0.675,-1.1,1.7
ENSG00000169783,LINGO1,leucine rich repeat and Ig domain containing 1,10,0.2,0.434,10,0.1,0.086,0.1,0.339,0.675,-0.9,1.8
ENSG00000188306,LRRIQ4,leucine-rich repeats and IQ motif containing 4,10,0,0,10,-0.1,0.507,-0.1,0.339,0.675,-1.7,1.2
ENSG00000198535,C2CD4A,C2 calcium-dependent domain containing 4A,10,-0.6,0.761,10,1.3,1.36,0.1,0.635,0.676,-1.1,2
ENSG00000108700,CCL8,chemokine (C-C motif) ligand 8,10,-0.1,0.0376,10,-0.6,2.05,-0.2,0.635,0.676,-1.9,0.6
ENSG00000123358,NR4A1,"nuclear receptor subfamily 4, group A, member 1",10,-0.1,0.294,10,-0.2,0.68,-0.2,0.634,0.676,-1.4,1.4
ENSG00000142700,DMRTA2,DMRT-like family A2,10,-0.1,0.0347,10,-1.2,2.22,-0.1,0.634,0.676,-2,0.4
ENSG00000125731,SH2D3A,SH2 domain containing 3A,10,0,0,10,0.2,0.849,0.2,0.633,0.676,-0.9,1.8
ENSG00000166886,NAB2,NGFI-A binding protein 2 (EGR1 binding protein 2),9,0.9,2.54,9,0,0,0.1,0.633,0.676,-0.4,2
ENSG00000161277,THAP8,THAP domain containing 8,10,-0.2,1.47,10,0,0,-0.1,0.633,0.676,-1.4,1.4
ENSG00000188687,SLC4A5,"solute carrier family 4 (sodium bicarbonate cotransporter), member 5",10,-0.2,1.57,10,0.9,0.999,-0.1,0.631,0.676,-0.7,2
ENSG00000168101,NUDT16L1,nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1,10,0.1,0.277,10,0.1,0.412,0.1,0.631,0.676,-1.1,1.7
ENSG00000057468,MSH4,mutS homolog 4,10,-0.2,0.223,10,0.2,0.616,0.2,0.63,0.676,-1.7,1.1
ENSG00000224201,PNMA6A,paraneoplastic Ma antigen family member 6A,1,-0.3,1.04,1,0,0,-0.3,0.63,0.676,-2,1.7
ENSG00000166557,TMED3,transmembrane emp24 protein transport domain containing 3,10,-0.1,0.746,10,0,0,-0.1,0.628,0.676,-1.5,1.3
ENSG00000186104,CYP2R1,"cytochrome P450, family 2, subfamily R, polypeptide 1",10,-0.2,1.83,10,0,0,-0.1,0.628,0.676,-2,0.5
ENSG00000125734,GPR108,G protein-coupled receptor 108,10,0,0,10,0.2,1.2,0.1,0.628,0.676,-1.1,1.6
ENSG00000155324,GRAMD3,GRAM domain containing 3,10,0.3,1.84,10,0,0,0.2,0.338,0.676,-1,1.7
ENSG00000139278,GLIPR1,GLI pathogenesis-related 1,10,-0.1,0.405,10,0.1,0.043,-0.1,0.338,0.676,-1.5,1.5
ENSG00000148377,IDI2,isopentenyl-diphosphate delta isomerase 2,10,-0.1,0.244,10,0.3,1.03,0.2,0.337,0.676,-1,1.7
ENSG00000158865,SLC5A11,"solute carrier family 5 (sodium/inositol cotransporter), member 11",10,0,0,10,0.2,1.36,0.1,0.337,0.676,-1,1.7
ENSG00000172660,TAF15,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa",10,0.2,1.02,10,0,0,0.1,0.336,0.676,-1,1.7
ENSG00000161681,SHANK1,SH3 and multiple ankyrin repeat domains 1,10,0.2,0.822,10,0,0,0.1,0.336,0.676,-1.4,1.4
ENSG00000154764,WNT7A,"wingless-type MMTV integration site family, member 7A",10,0,0,10,0.5,0.775,0.1,0.336,0.676,-0.6,2
ENSG00000152700,SAR1B,"secretion associated, Ras related GTPase 1B",10,0.3,1.29,10,0,0,0.2,0.632,0.677,-1.1,1.7
ENSG00000178928,TPRX1,tetra-peptide repeat homeobox 1,10,-0.2,0.923,10,0.1,0.101,-0.1,0.631,0.677,-1.6,1.1
ENSG00000095383,TBC1D2,"TBC1 domain family, member 2",10,-0.1,0.584,10,-0.1,0.103,-0.1,0.631,0.677,-1.4,1.3
ENSG00000130511,SSBP4,single stranded DNA binding protein 4,10,-0.7,2.06,10,0.6,1.4,0.1,0.63,0.677,-1.6,1.6
ENSG00000182334,OR5P3,"olfactory receptor, family 5, subfamily P, member 3",10,0.2,1.54,10,-1.2,1.4,0.1,0.627,0.677,-2,0.9
ENSG00000267001,AC006538.4,N/A,4,0.1,0.273,4,-0.2,1.54,-0.1,0.626,0.677,-2,1.4
ENSG00000265118,CTD-2370N5.3,N/A,5,0,0,5,-0.6,1.09,-0.5,0.626,0.677,-2,1
ENSG00000164062,APEH,acylaminoacyl-peptide hydrolase,10,-0.1,0.46,10,-0.1,0.223,-0.1,0.626,0.677,-1.5,1.2
ENSG00000183977,PP2D1,protein phosphatase 2C-like domain containing 1,10,-0.3,1.5,10,0,0,-0.2,0.626,0.677,-1.7,0.9
ENSG00000070081,NUCB2,nucleobindin 2,10,-1,2.06,10,-0.2,0.544,-0.2,0.626,0.677,-2,0.4
ENSG00000177674,AGTRAP,angiotensin II receptor-associated protein,10,-0.2,0.703,10,0.4,2.34,0.1,0.626,0.677,-1,1.6
ENSG00000268179,AL645608.1,N/A,8,-0.1,1.21,8,0,0,-0.1,0.625,0.677,-1.9,1.2
ENSG00000141437,SLC25A52,"solute carrier family 25, member 52",10,-0.2,2,10,0.1,0.399,-0.1,0.625,0.677,-1.2,1.4
ENSG00000187980,PLA2G2C,"phospholipase A2, group IIC",10,0.1,0.308,10,0.1,0.375,0.1,0.625,0.677,-1.5,1.3
ENSG00000158077,NLRP14,"NLR family, pyrin domain containing 14",10,0,0,10,0.3,1.24,0.1,0.625,0.677,-1.2,1.6
ENSG00000099139,PCSK5,proprotein convertase subtilisin/kexin type 5,10,0.1,0.21,10,0.1,0.471,0.1,0.624,0.677,-1.2,1.7
ENSG00000107404,DVL1,dishevelled segment polarity protein 1,10,-0.1,0.119,10,0.3,0.708,0.1,0.624,0.677,-1.6,1.3
ENSG00000177202,SPACA4,sperm acrosome associated 4,10,0,0,10,-0.2,0.561,-0.1,0.335,0.677,-2,0.7
ENSG00000134245,WNT2B,"wingless-type MMTV integration site family, member 2B",10,-1.2,2.52,10,-0.1,0.0813,-0.1,0.334,0.677,-2,0.5
ENSG00000026508,CD44,CD44 molecule (Indian blood group),10,0,0,10,0.1,0.384,0.1,0.334,0.677,-1.1,1.7
ENSG00000164116,GUCY1A3,"guanylate cyclase 1, soluble, alpha 3",10,-1.4,2.5,10,0,0,-0.1,0.334,0.677,-2,0.8
ENSG00000137713,PPP2R1B,"protein phosphatase 2, regulatory subunit A, beta",10,0,0,10,0.5,1.87,0.2,0.629,0.678,-0.7,1.9
ENSG00000173193,PARP14,"poly (ADP-ribose) polymerase family, member 14",10,0.2,0.52,10,0.1,0.184,0.1,0.629,0.678,-1.1,1.6
ENSG00000196693,ZNF33B,zinc finger protein 33B,10,-0.8,1.66,10,0.1,0.309,0.1,0.628,0.678,-1.4,1.9
ENSG00000142675,CNKSR1,connector enhancer of kinase suppressor of Ras 1,10,0.6,0.859,10,1.4,1.45,0.4,0.628,0.678,-0.4,2
ENSG00000090971,NAT14,"N-acetyltransferase 14 (GCN5-related, putative)",10,0,0,10,1.9,3.08,0.1,0.627,0.678,-0.6,3
ENSG00000124578,HIST1H4G,"histone cluster 1, H4g",10,-0.2,0.736,10,1.5,4,1.4,0.627,0.678,-0.4,3
ENSG00000089169,RPH3A,rabphilin 3A,10,0,0,10,0.1,0.751,0.1,0.622,0.678,-1.1,1.7
ENSG00000184857,TMEM186,transmembrane protein 186,10,0.1,0.0414,10,0.1,0.634,0.1,0.621,0.678,-1,1.7
ENSG00000182704,TSKU,"tsukushi, small leucine rich proteoglycan",10,0.3,0.609,10,0.1,0.306,0.1,0.621,0.678,-1.1,1.6
ENSG00000100427,MLC1,megalencephalic leukoencephalopathy with subcortical cysts 1,10,0.3,1.47,10,0,0,0.2,0.62,0.678,-0.9,1.7
ENSG00000104970,KIR3DX1,"killer cell immunoglobulin-like receptor, three domains, X1",10,-0.1,0.889,10,0,0,-0.1,0.62,0.678,-1.9,0.8
ENSG00000184344,GDF3,growth differentiation factor 3,10,0.2,0.652,10,0.1,0.151,0.1,0.62,0.678,-1,1.7
ENSG00000101076,HNF4A,"hepatocyte nuclear factor 4, alpha",10,0.2,0.617,10,0,0,0.1,0.333,0.678,-1.1,1.7
ENSG00000151952,TMEM132D,transmembrane protein 132D,10,-0.1,0.211,10,-0.2,0.262,-0.1,0.333,0.678,-1.6,1.1
ENSG00000108379,WNT3,"wingless-type MMTV integration site family, member 3",10,0.1,0.6,10,0,0,0.1,0.333,0.678,-1.6,1.3
ENSG00000147601,TERF1,telomeric repeat binding factor (NIMA-interacting) 1,10,0,0,10,1.1,1.47,-0.1,0.333,0.678,-0.8,2
ENSG00000106025,TSPAN12,tetraspanin 12,10,0.2,1.16,10,-0.1,0.0847,0.1,0.332,0.678,-1.4,1.5
ENSG00000104894,CD37,CD37 molecule,10,-0.3,0.691,10,0.1,0.228,0.1,0.332,0.678,-1.6,1.2
ENSG00000112852,PCDHB2,protocadherin beta 2,10,0.1,0.295,10,0.1,0.0667,0.1,0.331,0.678,-1.3,1.5
ENSG00000168646,AXIN2,axin 2,10,0,0,10,0.5,1.18,0.1,0.331,0.678,-0.6,2
ENSG00000169933,FRMPD4,FERM and PDZ domain containing 4,10,0.1,0.33,10,0.1,0.032,0.1,0.331,0.678,-1.1,1.7
ENSG00000197279,ZNF165,zinc finger protein 165,10,0.2,0.935,10,0,0,0.1,0.626,0.679,-1.1,1.6
ENSG00000145725,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2,10,0,0,10,0.2,0.937,0.1,0.625,0.679,-1.3,1.6
ENSG00000197054,ZNF763,zinc finger protein 763,10,-0.9,2.88,10,1.3,0.213,-0.3,0.624,0.679,-2,1.4
ENSG00000166529,ZSCAN21,zinc finger and SCAN domain containing 21,10,0.3,1.33,10,-0.3,0.68,-0.2,0.624,0.679,-1.7,1
ENSG00000180354,MTURN,"maturin, neural progenitor differentiation regulator homolog (Xenopus)",9,0.2,0.456,9,0.2,0.224,0.2,0.622,0.679,-1,1.9
ENSG00000121068,TBX2,T-box 2,10,0.1,0.425,10,1.2,1.03,0.2,0.622,0.679,-0.8,2
ENSG00000169813,HNRNPF,heterogeneous nuclear ribonucleoprotein F,10,0.2,0.609,10,0.1,0.17,0.1,0.619,0.679,-1.1,1.6
ENSG00000010270,STARD3NL,STARD3 N-terminal like,10,0.2,1.51,10,0,0,0.1,0.619,0.679,-0.8,1.8
ENSG00000196636,ACN9,ACN9 homolog (S. cerevisiae),10,-0.4,0.355,10,-0.6,1.05,-0.4,0.618,0.679,-1.9,0.4
ENSG00000259517,RP11-324D17.1,N/A,10,-0.1,1.26,10,0,0,-0.1,0.618,0.679,-1.8,1.1
ENSG00000106443,PHF14,PHD finger protein 14,10,1.1,1.98,10,-0.2,1.19,-0.1,0.617,0.679,-0.8,2
ENSG00000138760,SCARB2,"scavenger receptor class B, member 2",10,-0.1,0.585,10,-0.4,0.358,-0.1,0.617,0.679,-1.8,1
ENSG00000172985,SH3RF3,SH3 domain containing ring finger 3,10,0.9,1.27,10,-0.2,0.764,-0.1,0.616,0.679,-0.8,2
ENSG00000138942,RNF185,ring finger protein 185,9,0.1,0.284,9,0.1,0.389,0.1,0.616,0.679,-1.1,1.8
ENSG00000170542,SERPINB9,"serpin peptidase inhibitor, clade B (ovalbumin), member 9",10,0.2,0.864,10,0,0,0.1,0.33,0.679,-1.3,1.5
ENSG00000173801,JUP,junction plakoglobin,10,-0.1,0.26,10,-0.2,0.126,-0.1,0.33,0.679,-1.6,1.1
ENSG00000112299,VNN1,vanin 1,10,-0.2,0.808,10,0.2,0.677,0.2,0.33,0.679,-1.5,1.3
ENSG00000198250,ANTXRL,anthrax toxin receptor-like,10,0.1,0.493,10,-1.3,2.95,0.1,0.33,0.679,-2,0.6
ENSG00000183780,SLC35F3,"solute carrier family 35, member F3",10,-0.3,0.844,10,0,0,-0.1,0.329,0.679,-1.8,1
ENSG00000174944,P2RY14,"purinergic receptor P2Y, G-protein coupled, 14",10,0,0,10,-0.2,0.551,-0.1,0.329,0.679,-1.9,0.9
ENSG00000182687,GALR2,galanin receptor 2,10,0.2,1.08,10,-0.1,0.839,0.1,0.329,0.679,-1.1,1.6
ENSG00000061918,GUCY1B3,"guanylate cyclase 1, soluble, beta 3",10,-0.2,0.938,10,0,0,-0.1,0.329,0.679,-1.7,1
ENSG00000112977,DAP,death-associated protein,10,0.1,0.0541,10,0.1,0.305,0.1,0.328,0.679,-1.1,1.7
ENSG00000121570,DPPA4,developmental pluripotency associated 4,10,0.2,0.408,10,-0.1,0.103,0.1,0.328,0.679,-0.8,1.9
ENSG00000129824,RPS4Y1,"ribosomal protein S4, Y-linked 1",10,-0.3,1.8,10,0,0,-0.2,0.621,0.68,-1.6,1.2
ENSG00000111325,OGFOD2,2-oxoglutarate and iron-dependent oxygenase domain containing 2,10,-0.1,0.338,10,-0.1,0.34,-0.1,0.62,0.68,-1.5,1.4
ENSG00000161513,FDXR,ferredoxin reductase,10,-0.9,1.47,10,-0.2,0.536,-0.2,0.62,0.68,-2,0.4
ENSG00000140199,SLC12A6,"solute carrier family 12 (potassium/chloride transporter), member 6",10,-0.1,0.485,10,-0.1,0.191,-0.1,0.619,0.68,-1.6,1.2
ENSG00000131069,ACSS2,acyl-CoA synthetase short-chain family member 2,9,0.1,0.588,9,0.2,0.19,0.1,0.619,0.68,-1,1.8
ENSG00000166963,MAP1A,microtubule-associated protein 1A,10,0.1,0.625,10,0.1,0.0467,0.1,0.618,0.68,-1.1,1.6
ENSG00000180902,D2HGDH,D-2-hydroxyglutarate dehydrogenase,10,-0.2,0.765,10,0,0,-0.1,0.614,0.68,-1.8,0.9
ENSG00000113282,CLINT1,clathrin interactor 1,10,0.2,1.86,10,-0.2,1.65,0.2,0.614,0.68,-1.3,1.3
ENSG00000260548,RP6-24A23.6,N/A,5,-0.4,0.129,5,-0.2,0.72,-0.2,0.614,0.68,-2,1.2
ENSG00000120235,IFNA6,"interferon, alpha 6",10,-0.2,0.752,10,-0.1,0.102,-0.1,0.614,0.68,-2,0.6
ENSG00000130703,OSBPL2,oxysterol binding protein-like 2,10,0.3,0.159,10,0.2,0.522,0.2,0.614,0.68,-1,1.7
ENSG00000187747,OR52B6,"olfactory receptor, family 52, subfamily B, member 6",10,-0.1,0.194,10,0.4,2.35,0.2,0.613,0.68,-0.9,1.7
ENSG00000256407,RP11-446E24.4,N/A,6,0,0,6,-0.2,1.17,-0.1,0.613,0.68,-2,1.2
ENSG00000107263,RAPGEF1,Rap guanine nucleotide exchange factor (GEF) 1,10,1.3,3.22,10,0,0,-0.3,0.613,0.68,-1.1,2
ENSG00000118946,PCDH17,protocadherin 17,10,0,0,10,-1.6,4.12,-1.6,0.613,0.68,-3,0.2
ENSG00000077274,CAPN6,calpain 6,10,-0.6,2.86,10,0,0,0.1,0.613,0.68,-1.9,0.7
ENSG00000146147,MLIP,muscular LMNA-interacting protein,10,0.2,0.629,10,-0.1,0.567,-0.1,0.327,0.68,-2,0.8
ENSG00000132965,ALOX5AP,arachidonate 5-lipoxygenase-activating protein,10,-0.5,2.82,10,0,0,0.1,0.326,0.68,-1.8,0.7
ENSG00000094841,UPRT,uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae),10,-0.2,0.647,10,0,0,-0.1,0.326,0.68,-1.5,1.2
