#GeneID,Symbol,GeneInfo,# elements 1,casTLE Effect 1,casTLE Score 1,# elements 2,casTLE Effect 2,casTLE Score 2,Combo casTLE Effect,Combo casTLE Score,casTLE p-value,Minimum Effect Estimate,Maximum Effect Estimate
ENSG00000162188,GNG3,"guanine nucleotide binding protein (G protein), gamma 3",10,0.1,0.439,10,0,0,0.1,0.326,0.68,-1.7,1.1
ENSG00000163424,C3ORF30,chromosome 3 open reading frame 30,10,0,0,10,-0.2,0.592,-0.1,0.326,0.68,-1.8,1.1
ENSG00000175198,PCCA,"propionyl CoA carboxylase, alpha polypeptide",10,0,0,10,-1.4,2.17,0.2,0.325,0.68,-2,0.8
ENSG00000204482,LST1,leukocyte specific transcript 1,10,0.3,1.2,10,0,0,0.1,0.325,0.68,-0.9,1.8
ENSG00000205090,TMEM240,transmembrane protein 240,10,0.1,0.21,10,0.1,0.147,0.1,0.325,0.68,-1.4,1.5
ENSG00000182578,CSF1R,colony stimulating factor 1 receptor,10,0.1,0.282,10,0.5,1.11,0.4,0.616,0.681,-0.4,2
ENSG00000104419,NDRG1,N-myc downstream regulated 1,10,0,0,10,-0.3,1.66,-0.1,0.616,0.681,-1.7,1
ENSG00000062485,CS,citrate synthase,10,0.2,1.28,10,0,0,0.1,0.616,0.681,-1.1,1.6
ENSG00000151612,ZNF827,zinc finger protein 827,10,0.1,0.0905,10,-0.6,1.84,-0.2,0.614,0.681,-1.9,0.6
ENSG00000182013,PNMAL1,paraneoplastic Ma antigen family-like 1,10,-0.1,0.0708,10,1.1,1.86,-0.2,0.614,0.681,-1,2
ENSG00000166352,C11ORF74,chromosome 11 open reading frame 74,10,0.2,1.2,10,-0.8,0.299,-0.7,0.613,0.681,-1.9,0.6
ENSG00000196150,ZNF250,zinc finger protein 250,10,0.2,0.779,10,-0.5,1.82,0.2,0.613,0.681,-1.7,1.2
ENSG00000137198,GMPR,guanosine monophosphate reductase,10,0.1,0.579,10,0.1,0.088,0.1,0.613,0.681,-1.1,1.6
ENSG00000123728,RAP2C,"RAP2C, member of RAS oncogene family",10,0.4,1.01,10,0.1,0.0689,0.3,0.613,0.681,-1.8,1.2
ENSG00000170498,KISS1,KiSS-1 metastasis-suppressor,10,-0.7,0.00925,10,0.8,1.52,0.2,0.612,0.681,-1.1,1.9
ENSG00000156042,TTC18,tetratricopeptide repeat domain 18,10,-0.6,0.502,10,-0.1,0.495,-0.2,0.612,0.681,-1.8,0.7
ENSG00000115109,EPB41L5,erythrocyte membrane protein band 4.1 like 5,10,0.1,0.462,10,0.1,0.205,0.1,0.611,0.681,-1,1.8
ENSG00000248713,RP11-766F14.2,N/A,10,-0.1,0.609,10,-0.1,0.0543,-0.1,0.61,0.681,-1.6,1.1
ENSG00000146426,TIAM2,T-cell lymphoma invasion and metastasis 2,10,-0.3,0.948,10,0,0,-0.2,0.61,0.681,-1.6,1.1
ENSG00000186965,KRTAP19-2,keratin associated protein 19-2,10,0,0,10,-0.1,0.52,-0.1,0.324,0.681,-2,0.7
ENSG00000205250,E2F4,"E2F transcription factor 4, p107/p130-binding",10,0.1,0.615,10,-0.1,0.0247,0.1,0.324,0.681,-1.4,1.5
ENSG00000152061,RABGAP1L,RAB GTPase activating protein 1-like,10,-0.1,0.206,10,-0.1,0.148,-0.1,0.324,0.681,-1.6,1.3
ENSG00000137266,SLC22A23,"solute carrier family 22, member 23",10,0.1,0.295,10,0.3,0.11,0.1,0.323,0.681,-0.9,1.8
ENSG00000170289,CNGB3,cyclic nucleotide gated channel beta 3,10,0.2,0.192,10,0.1,0.209,0.1,0.323,0.681,-1.1,1.7
ENSG00000171872,KLF17,Kruppel-like factor 17,10,-0.2,1.04,10,0,0,-0.2,0.612,0.682,-0.9,1.9
ENSG00000196549,MME,membrane metallo-endopeptidase,10,0.4,0.961,10,-0.4,0.742,0.2,0.612,0.682,-1.6,1.2
ENSG00000151846,PABPC3,"poly(A) binding protein, cytoplasmic 3",10,0.7,0.209,10,0.5,0.633,0.7,0.611,0.682,-0.4,2
ENSG00000198478,SH3BGRL2,SH3 domain binding glutamate-rich protein like 2,9,0.4,1.77,10,0,0,0.2,0.611,0.682,-1.1,1.7
ENSG00000130449,ZSWIM6,"zinc finger, SWIM-type containing 6",10,-0.1,0.288,10,0.5,3.2,0.4,0.611,0.682,-0.6,1.9
ENSG00000173947,PIFO,primary cilia formation,10,-0.1,0.318,10,-0.4,1.12,-0.1,0.611,0.682,-1.5,1.1
ENSG00000164778,EN2,engrailed homeobox 2,10,0,0,10,0.2,1.07,0.2,0.611,0.682,-0.8,1.8
ENSG00000125966,MMP24,matrix metallopeptidase 24 (membrane-inserted),10,0.2,0.362,10,0.1,0.428,0.1,0.61,0.682,-1.1,1.6
ENSG00000115827,DCAF17,DDB1 and CUL4 associated factor 17,10,-0.7,1.14,10,0.2,0.666,-0.1,0.61,0.682,-1.9,0.9
ENSG00000135632,SMYD5,SMYD family member 5,10,0.1,0.077,10,0.3,1.29,0.2,0.61,0.682,-0.9,1.7
ENSG00000160185,UBASH3A,ubiquitin associated and SH3 domain containing A,10,0.2,0.643,10,-0.2,0.807,0.2,0.608,0.682,-1.1,1.5
ENSG00000258256,RP11-219B4.5,N/A,10,0.2,0.447,10,0.1,0.414,0.1,0.607,0.682,-0.6,2
ENSG00000198104,OR2T6,"olfactory receptor, family 2, subfamily T, member 6",10,-0.2,1.47,10,0.1,0.956,0.1,0.606,0.682,-1.4,1.2
ENSG00000163156,SCNM1,sodium channel modifier 1,10,0.3,0.956,10,-0.7,1.92,-0.2,0.606,0.682,-2,0.8
ENSG00000256825,CTD-2140B24.4,N/A,3,0,0,3,-0.5,1.51,-0.4,0.606,0.682,-2,1.4
ENSG00000185730,ZNF696,zinc finger protein 696,10,0.3,1.89,10,-0.1,0.629,0.2,0.606,0.682,-1,1.6
ENSG00000268537,AC109583.1,N/A,1,0.3,0.677,1,0.1,0.136,0.2,0.606,0.682,-1.7,2
ENSG00000172399,MYOZ2,myozenin 2,10,-0.3,2.95,10,0.3,1.64,-0.3,0.605,0.682,-1.4,1.1
ENSG00000188312,CENPP,centromere protein P,10,0,0,10,0.2,1.1,0.1,0.605,0.682,-1,1.7
ENSG00000213465,ARL2,ADP-ribosylation factor-like 2,1,0.1,0.185,2,0.3,0.636,0.3,0.605,0.682,-1.7,2
ENSG00000183310,OR2T34,"olfactory receptor, family 2, subfamily T, member 34",10,-1.2,2.45,10,-0.2,0.559,-0.1,0.605,0.682,-2,0.4
ENSG00000132849,INADL,InaD-like (Drosophila),10,-0.3,1.67,10,0.6,0.26,-0.1,0.322,0.682,-1.3,1.7
ENSG00000144824,PHLDB2,"pleckstrin homology-like domain, family B, member 2",9,0.2,0.548,9,0,0,0.1,0.322,0.682,-1.2,1.7
ENSG00000023191,RNH1,ribonuclease/angiogenin inhibitor 1,10,0.1,0.79,10,0,0,0.1,0.321,0.682,-0.7,2
ENSG00000088899,LZTS3,"leucine zipper, putative tumor suppressor family member 3",10,0.2,0.386,10,0.1,0.0144,0.1,0.321,0.682,-1,1.8
ENSG00000235376,RPEL1,ribulose-5-phosphate-3-epimerase-like 1,10,-0.2,0.372,10,0.1,0.261,0.1,0.321,0.682,-1.2,1.6
ENSG00000198768,APCDD1L,adenomatosis polyposis coli down-regulated 1-like,10,0,0,10,0.2,1.49,0.2,0.32,0.682,-1,1.7
ENSG00000169064,ZBBX,"zinc finger, B-box domain containing",10,-0.1,0.000377,10,-0.3,0.808,-0.2,0.32,0.682,-1.5,1.3
ENSG00000067992,PDK3,"pyruvate dehydrogenase kinase, isozyme 3",10,0.6,0.97,10,0.2,0.387,0.2,0.609,0.683,-0.5,1.9
ENSG00000063515,GSC2,goosecoid homeobox 2,10,0.3,0.712,10,-0.5,1.13,0.1,0.609,0.683,-1.7,1.3
ENSG00000105708,ZNF14,zinc finger protein 14,10,-0.2,0.256,10,-0.2,0.407,-0.2,0.607,0.683,-1.7,1
ENSG00000144410,CPO,carboxypeptidase O,10,0.2,0.452,10,0.1,0.266,0.1,0.606,0.683,-1,1.7
ENSG00000126934,MAP2K2,mitogen-activated protein kinase kinase 2,9,-0.2,0.818,9,0.2,0.338,-0.2,0.606,0.683,-1.5,1.3
ENSG00000152104,PTPN14,"protein tyrosine phosphatase, non-receptor type 14",10,0.3,1.7,10,-0.3,0.648,0.2,0.606,0.683,-1.2,1.6
ENSG00000158055,GRHL3,grainyhead-like 3 (Drosophila),10,-0.2,0.746,10,0.9,1.69,-0.2,0.605,0.683,-0.9,2
ENSG00000234298,TCEB3CL,transcription elongation factor B polypeptide 3C-like,8,0,0,8,-1.2,3.22,-0.3,0.605,0.683,-2,0.5
ENSG00000164691,TAGAP,T-cell activation RhoGTPase activating protein,10,-0.1,0.27,10,-0.1,0.389,-0.1,0.604,0.683,-1.8,0.7
ENSG00000151882,CCL28,chemokine (C-C motif) ligand 28,10,0.1,0.243,10,0.4,2.08,0.1,0.604,0.683,-0.5,1.9
ENSG00000172179,PRL,prolactin,10,0.3,1.63,10,-0.1,0.432,-0.1,0.603,0.683,-1,1.7
ENSG00000269018,AP001362.1,N/A,10,0.1,0.419,10,0.7,1.2,0.1,0.602,0.683,-0.4,2
ENSG00000173706,HEG1,heart development protein with EGF-like domains 1,10,-0.7,0.453,10,-0.4,0.755,-0.4,0.601,0.683,-1.9,0.5
ENSG00000138964,PARVG,"parvin, gamma",10,0.4,2.28,10,0,0,0.2,0.601,0.683,-0.9,1.6
ENSG00000197530,MIB2,mindbomb E3 ubiquitin protein ligase 2,10,-0.2,0.437,10,0.1,0.315,-0.2,0.601,0.683,-1.5,1.1
ENSG00000185551,NR2F2,"nuclear receptor subfamily 2, group F, member 2",10,-0.2,1.25,10,0.1,0.111,-0.2,0.318,0.683,-1.9,0.9
ENSG00000182768,NGRN,"neugrin, neurite outgrowth associated",10,0,0,10,0.6,0.911,0.6,0.318,0.683,-0.7,1.9
ENSG00000008513,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",10,0,0,10,-0.2,0.795,-0.1,0.318,0.683,-1.6,1.2
ENSG00000140807,NKD1,naked cuticle homolog 1 (Drosophila),10,0.1,0.309,10,-0.2,0.67,-0.1,0.317,0.683,-1.9,0.8
ENSG00000053254,FOXN3,forkhead box N3,10,0.2,0.178,10,-0.2,1.33,-0.1,0.317,0.683,-1.4,1.3
ENSG00000204540,PSORS1C1,psoriasis susceptibility 1 candidate 1,10,0.2,0.0645,10,0.1,0.296,0.1,0.317,0.683,-1.4,1.5
ENSG00000163702,IL17RC,interleukin 17 receptor C,10,-0.9,0.944,10,0.2,0.419,-0.1,0.317,0.683,-2,1.1
ENSG00000106526,ACTR3C,ARP3 actin-related protein 3 homolog C (yeast),10,-0.5,1.31,10,1.7,3.17,-0.4,0.604,0.684,-1.2,3
ENSG00000196616,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",10,-0.1,0.723,10,0.6,0.108,-0.1,0.603,0.684,-1.6,1.4
ENSG00000169704,GP9,glycoprotein IX (platelet),10,-0.3,0.984,10,0.1,0.169,-0.2,0.603,0.684,-1.5,1.2
ENSG00000182552,RWDD4,RWD domain containing 4,10,0.2,0.466,10,-0.5,2.97,-0.2,0.603,0.684,-1.9,0.6
ENSG00000188522,FAM83G,"family with sequence similarity 83, member G",10,0.1,0.000206,10,0.2,0.913,0.2,0.602,0.684,-1,1.8
ENSG00000121989,ACVR2A,"activin A receptor, type IIA",10,-0.6,1.91,10,0.4,1.44,-0.1,0.601,0.684,-1.7,1.4
ENSG00000215644,GCGR,glucagon receptor,10,0,0,10,0.5,2.26,0.2,0.601,0.684,-0.6,1.9
ENSG00000183878,UTY,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked",10,0.2,1.91,10,0,0,0.2,0.6,0.684,-0.9,1.7
ENSG00000075790,BCAP29,B-cell receptor-associated protein 29,10,-0.2,0.785,10,-0.1,0.0107,-0.2,0.6,0.684,-1.4,1.3
ENSG00000094963,FMO2,flavin containing monooxygenase 2 (non-functional),10,-0.7,0.942,10,-0.2,0.147,-0.2,0.599,0.684,-1.9,0.5
ENSG00000164830,OXR1,oxidation resistance 1,10,0.3,0.87,10,-0.9,2.55,-0.8,0.599,0.684,-2,0.6
ENSG00000243335,KCTD7,potassium channel tetramerization domain containing 7,7,-0.3,1.63,7,0,0,-0.2,0.598,0.684,-2,1
ENSG00000075826,SEC31B,SEC31 homolog B (S. cerevisiae),10,0.1,0.499,10,0.1,0.153,0.1,0.598,0.684,-1.2,1.6
ENSG00000198003,CCDC151,coiled-coil domain containing 151,10,0.1,0.312,10,-0.2,0.476,0.1,0.597,0.684,-1.4,1.3
ENSG00000076864,RAP1GAP,RAP1 GTPase activating protein,10,0.1,0.142,10,0.1,0.509,0.1,0.597,0.684,-1.1,1.6
ENSG00000148225,WDR31,WD repeat domain 31,10,-0.1,0.684,10,0,0,-0.1,0.597,0.684,-1.9,0.7
ENSG00000196661,OR8B3,"olfactory receptor, family 8, subfamily B, member 3",8,-0.2,0.923,8,0.1,0.131,-0.1,0.597,0.684,-1.8,1.1
ENSG00000213445,SIPA1,signal-induced proliferation-associated 1,10,0,0,10,-0.4,1.34,-0.1,0.316,0.684,-1.8,0.8
ENSG00000156500,FAM122C,family with sequence similarity 122C,10,0.2,0.416,10,-1.3,3.18,0.2,0.316,0.684,-2,0.8
ENSG00000187005,KRTAP21-1,keratin associated protein 21-1,10,-0.2,0.605,10,0.5,1.19,-0.2,0.315,0.684,-1.4,1.6
ENSG00000037749,MFAP3,microfibrillar-associated protein 3,10,0.5,2.11,10,-0.2,1.31,0.2,0.315,0.684,-0.8,1.9
ENSG00000145349,CAMK2D,calcium/calmodulin-dependent protein kinase II delta,10,-0.2,1.46,10,1.2,2.18,-0.2,0.599,0.685,-0.7,2
ENSG00000129566,TEP1,telomerase-associated protein 1,9,-0.1,0.489,9,0.4,0.809,-0.1,0.599,0.685,-0.9,1.9
ENSG00000243943,ZNF512,zinc finger protein 512,10,0.1,0.101,10,-0.4,2.44,-0.3,0.598,0.685,-1.8,0.7
ENSG00000149575,SCN2B,"sodium channel, voltage-gated, type II, beta subunit",10,-0.3,1.72,10,0,0,-0.2,0.598,0.685,-1.9,0.7
ENSG00000166268,MYRFL,myelin regulatory factor-like,10,0.1,0.423,10,-0.6,2.59,-0.2,0.598,0.685,-1.8,0.7
ENSG00000213654,GPSM3,G-protein signaling modulator 3,10,0.2,0.753,10,0.1,0.00981,0.1,0.596,0.685,-1.1,1.7
ENSG00000186889,TMEM17,transmembrane protein 17,10,0.1,1.17,10,-0.1,0.114,0.1,0.596,0.685,-1.2,1.6
ENSG00000133313,CNDP2,CNDP dipeptidase 2 (metallopeptidase M20 family),10,-0.1,0.738,10,0,0,-0.1,0.596,0.685,-1.9,0.8
ENSG00000187961,KLHL17,kelch-like family member 17,10,-0.2,1.14,10,0,0,-0.1,0.595,0.685,-1.7,1.1
ENSG00000123096,SSPN,sarcospan,9,-0.2,1.3,10,1.4,3.59,-0.1,0.594,0.685,-0.6,2
ENSG00000137691,C11ORF70,chromosome 11 open reading frame 70,10,0.2,0.56,10,-0.2,0.525,-0.1,0.314,0.685,-1.5,1.3
ENSG00000155850,SLC26A2,"solute carrier family 26 (anion exchanger), member 2",10,0.2,0.56,10,0,0,0.2,0.313,0.685,-0.9,1.8
ENSG00000146409,SLC18B1,"solute carrier family 18, subfamily B, member 1",10,0.3,1,10,0,0,0.1,0.313,0.685,-0.8,1.9
ENSG00000171798,KNDC1,kinase non-catalytic C-lobe domain (KIND) containing 1,10,0,0,10,0.2,1.12,0.2,0.313,0.685,-1.6,1.3
ENSG00000125089,SH3TC1,SH3 domain and tetratricopeptide repeats 1,10,0,0,10,-1,2.27,0.1,0.313,0.685,-2,0.9
ENSG00000139767,SRRM4,serine/arginine repetitive matrix 4,10,-0.4,1.06,10,0.1,0.276,-0.1,0.312,0.685,-1.3,1.4
ENSG00000128713,HOXD11,homeobox D11,10,0.2,0.341,10,-0.2,0.0905,0.1,0.312,0.685,-1.4,1.4
ENSG00000186174,BCL9L,B-cell CLL/lymphoma 9-like,10,-0.1,0.149,10,-0.2,0.525,-0.1,0.597,0.686,-1.6,1.2
ENSG00000162517,PEF1,penta-EF-hand domain containing 1,10,0,0,10,-0.3,0.842,-0.2,0.597,0.686,-1.9,0.7
ENSG00000218891,ZNF579,zinc finger protein 579,10,0,0,10,-0.3,0.876,-0.3,0.597,0.686,-1.7,1.1
ENSG00000180318,ALX1,ALX homeobox 1,10,0.1,0.0746,10,0.2,0.802,0.1,0.596,0.686,-1.2,1.6
ENSG00000099385,BCL7C,B-cell CLL/lymphoma 7C,10,-0.1,0.55,10,0.4,1.84,-0.1,0.595,0.686,-1.4,1.4
ENSG00000011143,MKS1,"Meckel syndrome, type 1",10,-0.1,0.377,10,0.7,0.586,-0.1,0.594,0.686,-0.8,1.9
ENSG00000179862,CITED4,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4",10,0,0,10,0.8,2.32,0.3,0.594,0.686,-1.3,1.8
ENSG00000173614,NMNAT1,nicotinamide nucleotide adenylyltransferase 1,10,0.2,0.813,10,0,0,0.2,0.594,0.686,-0.8,1.9
ENSG00000110917,MLEC,malectin,10,0,0,10,-0.1,0.919,-0.1,0.592,0.686,-1.4,1.4
ENSG00000166436,TRIM66,tripartite motif containing 66,10,0.2,0.286,10,0.1,0.387,0.2,0.592,0.686,-0.7,1.8
ENSG00000174840,PDE12,phosphodiesterase 12,10,0.3,1.32,10,-0.1,0.33,-0.2,0.591,0.686,-1.6,1.2
ENSG00000180433,OR6K6,"olfactory receptor, family 6, subfamily K, member 6",10,-0.1,0.387,10,0.2,0.663,-0.1,0.591,0.686,-1.9,0.9
ENSG00000181652,ATG9B,autophagy related 9B,10,0.1,0.513,10,0.1,0.132,0.1,0.591,0.686,-0.9,1.8
ENSG00000124772,CPNE5,copine V,9,0.3,0.698,9,0,0,0.1,0.311,0.686,-1.2,1.7
ENSG00000215046,TCP11X1,"t-complex 11 family, X-linked 1",3,-0.3,0.079,3,-0.2,0.267,-0.2,0.311,0.686,-2,1.5
ENSG00000188817,SNTN,"sentan, cilia apical structure protein",10,0.1,0.302,10,0.1,0.0367,0.1,0.31,0.686,-1.3,1.5
ENSG00000122176,FMOD,fibromodulin,10,-0.5,1.67,10,0.2,0.814,0.1,0.31,0.686,-2,0.7
ENSG00000213930,GALT,galactose-1-phosphate uridylyltransferase,4,-0.1,0.154,4,-0.1,0.186,-0.1,0.31,0.686,-2,1.4
ENSG00000114107,CEP70,centrosomal protein 70kDa,10,-0.2,0.222,10,-0.1,0.188,-0.1,0.31,0.686,-1.5,1.3
ENSG00000158104,HPD,4-hydroxyphenylpyruvate dioxygenase,10,0.1,0.159,10,-0.5,0.955,-0.2,0.593,0.687,-1.9,0.7
ENSG00000006377,DLX6,distal-less homeobox 6,10,0.2,0.92,10,0,0,0.1,0.592,0.687,-1.7,1.1
ENSG00000149054,ZNF215,zinc finger protein 215,10,0.1,0.37,10,0.2,0.298,0.1,0.591,0.687,-1,1.7
ENSG00000125384,PTGER2,"prostaglandin E receptor 2 (subtype EP2), 53kDa",10,0.4,0.981,10,-0.2,0.586,-0.2,0.591,0.687,-1.3,1.4
ENSG00000198055,GRK6,G protein-coupled receptor kinase 6,10,0.2,0.741,10,1.4,1.59,0.1,0.59,0.687,-0.4,2
ENSG00000119778,ATAD2B,"ATPase family, AAA domain containing 2B",10,0.2,0.734,10,0.1,0.0649,0.2,0.59,0.687,-1.1,1.6
ENSG00000204038,AL359195.1,N/A,10,0,0,10,-0.1,0.992,-0.1,0.59,0.687,-1.2,1.6
ENSG00000174943,KCTD13,potassium channel tetramerization domain containing 13,10,0.3,2.38,10,0,0,0.1,0.59,0.687,-0.7,1.8
ENSG00000146049,KAAG1,kidney associated antigen 1,9,-0.1,0.639,9,0.2,1.73,0.1,0.59,0.687,-1.1,1.6
ENSG00000062598,ELMO2,engulfment and cell motility 2,10,0.1,0.139,10,0.1,0.503,0.1,0.589,0.687,-1.2,1.6
ENSG00000188505,NCCRP1,non-specific cytotoxic cell receptor protein 1 homolog (zebrafish),10,-0.2,1.15,10,0,0,-0.1,0.589,0.687,-1.7,1.1
ENSG00000126858,RHOT1,ras homolog family member T1,10,0,0,10,-0.1,0.92,-0.1,0.589,0.687,-1.5,1.3
ENSG00000119878,CRIPT,cysteine-rich PDZ-binding protein,7,0,0,7,-0.2,1.31,-0.1,0.588,0.687,-1.9,1.2
ENSG00000125733,TRIP10,thyroid hormone receptor interactor 10,10,0.2,0.647,10,-0.2,0.768,-0.2,0.588,0.687,-1.8,1
ENSG00000179044,EXOC3L1,exocyst complex component 3-like 1,10,0.1,0.477,10,0.1,0.164,0.1,0.587,0.687,-1.2,1.6
ENSG00000117153,KLHL12,kelch-like family member 12,10,0,0,10,0.2,1.23,0.1,0.587,0.687,-1.1,1.6
ENSG00000134321,RSAD2,radical S-adenosyl methionine domain containing 2,10,0,0,10,0.3,1.95,-0.1,0.587,0.687,-1.7,1.1
ENSG00000164645,C7ORF62,chromosome 7 open reading frame 62,10,0,0,10,-0.3,1.15,-0.1,0.309,0.687,-1.8,0.9
ENSG00000189319,FAM53B,"family with sequence similarity 53, member B",10,-0.6,2.56,10,0,0,-0.2,0.309,0.687,-1.8,0.9
ENSG00000180574,EIF2S3L,N/A,10,0.4,0.412,10,-0.4,1.7,-0.2,0.309,0.687,-1.4,1.4
ENSG00000007312,CD79B,"CD79b molecule, immunoglobulin-associated beta",10,-0.4,2.07,10,0,0,-0.1,0.308,0.687,-1.9,0.7
ENSG00000171462,DLK2,delta-like 2 homolog (Drosophila),10,0.1,0.0908,10,0.1,0.247,0.1,0.308,0.687,-1.3,1.6
ENSG00000167230,C17ORF78,chromosome 17 open reading frame 78,10,0.1,0.141,10,-0.1,0.235,-0.1,0.308,0.687,-1.5,1.3
ENSG00000198742,SMURF1,SMAD specific E3 ubiquitin protein ligase 1,10,-0.1,0.172,10,0.1,0.268,0.1,0.308,0.687,-1.3,1.5
ENSG00000079432,CIC,capicua transcriptional repressor,10,0,0,10,-0.1,0.993,-0.1,0.307,0.687,-1.6,1.3
ENSG00000166004,KIAA1731,KIAA1731,10,-0.1,0.384,10,-0.1,0.259,-0.1,0.589,0.688,-1.7,1.1
ENSG00000205744,DENND1C,DENN/MADD domain containing 1C,10,-0.2,0.0449,10,0.2,0.954,0.1,0.588,0.688,-1.1,1.7
ENSG00000132541,HRSP12,heat-responsive protein 12,10,0.5,1.68,10,-0.1,0.24,0.2,0.588,0.688,-1,1.8
ENSG00000178386,ZNF223,zinc finger protein 223,4,-0.1,0.218,4,-0.3,0.779,-0.2,0.587,0.688,-2,1.4
ENSG00000130287,NCAN,neurocan,10,0.1,0.314,10,0.2,0.36,0.1,0.587,0.688,-1.4,1.4
ENSG00000198420,FAM115A,"family with sequence similarity 115, member A",8,0,0,8,-0.3,1.71,-0.2,0.587,0.688,-1.6,1.4
ENSG00000261459,ZNF747,zinc finger protein 747,8,-0.2,0.226,8,0.3,1.11,0.1,0.587,0.688,-1.2,1.8
ENSG00000179562,GCC1,GRIP and coiled-coil domain containing 1,9,-0.3,0.618,10,-1,0.851,-0.2,0.587,0.688,-2,0.7
ENSG00000151379,MSGN1,mesogenin 1,10,-0.1,0.0676,10,0.5,1.52,0.1,0.587,0.688,-1.1,1.7
ENSG00000139722,VPS37B,vacuolar protein sorting 37 homolog B (S. cerevisiae),10,0,0,10,-0.1,0.727,-0.1,0.585,0.688,-1.6,1.2
ENSG00000240021,TEX35,testis expressed 35,10,0.5,2.45,10,0,0,0.3,0.585,0.688,-0.6,1.8
ENSG00000272162,RP11-637O19.3,N/A,3,-0.1,0.374,3,-0.1,0.265,-0.1,0.585,0.688,-1.9,1.6
ENSG00000120256,LRP11,low density lipoprotein receptor-related protein 11,10,0.9,2.59,10,0,0,0.2,0.584,0.688,-0.3,2
ENSG00000065328,MCM10,minichromosome maintenance complex component 10,10,0.1,0.345,10,0.1,0.293,0.1,0.584,0.688,-1.1,1.5
ENSG00000164794,KCNV1,"potassium channel, subfamily V, member 1",10,-0.4,1.75,10,0,0,-0.1,0.306,0.688,-1.7,1
ENSG00000204520,MICA,MHC class I polypeptide-related sequence A,10,0,0,10,0.1,0.358,0.1,0.305,0.688,-0.8,1.9
ENSG00000188803,SHISA6,shisa family member 6,10,-0.1,0.057,10,0.2,0.643,0.1,0.304,0.688,-1.3,1.5
ENSG00000185940,KRTAP5-5,keratin associated protein 5-5,10,0,0,10,0.3,0.682,0.2,0.304,0.688,-0.7,1.9
ENSG00000071242,RPS6KA2,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",10,0.1,0.488,10,0.1,0.15,0.1,0.585,0.689,-1.1,1.7
ENSG00000204611,ZNF616,zinc finger protein 616,10,-0.1,0.01,10,-0.2,0.761,-0.1,0.585,0.689,-1.7,1.1
ENSG00000165113,GKAP1,G kinase anchoring protein 1,10,0.3,1.05,10,-0.2,0.773,-0.2,0.583,0.689,-1.2,1.6
ENSG00000169840,GSX1,GS homeobox 1,10,-0.1,0.103,10,-0.4,1.16,-0.1,0.583,0.689,-1.7,1
ENSG00000139112,GABARAPL1,GABA(A) receptor-associated protein like 1,10,0.1,0.312,10,0.1,0.325,0.1,0.582,0.689,-1.4,1.3
ENSG00000198271,KRTAP4-5,keratin associated protein 4-5,10,0,0,10,-0.1,0.671,-0.1,0.303,0.689,-1.7,1.2
ENSG00000249811,USP17L21,ubiquitin specific peptidase 17-like family member 21,6,0.9,2.36,6,0,0,0.8,0.303,0.689,-0.7,2
ENSG00000170703,TTLL6,"tubulin tyrosine ligase-like family, member 6",10,-0.2,1.07,10,0.9,1.03,-0.1,0.303,0.689,-1.5,1.8
ENSG00000062096,ARSF,arylsulfatase F,10,0.1,0.357,10,-0.3,1.44,0.1,0.302,0.689,-1.4,1.3
ENSG00000160539,PPAPDC3,phosphatidic acid phosphatase type 2 domain containing 3,10,0.2,1.04,10,-0.9,0.606,0.1,0.302,0.689,-2,0.9
ENSG00000164007,CLDN19,claudin 19,10,0,0,10,0.7,1.99,0.3,0.302,0.689,-0.5,2
ENSG00000256087,ZNF432,zinc finger protein 432,10,0,0,10,-0.3,1.05,-0.1,0.582,0.69,-1.7,1
ENSG00000123810,B9D2,B9 protein domain 2,10,0.3,1.32,10,-1.3,2.87,-0.1,0.582,0.69,-2,0.7
ENSG00000196782,MAML3,mastermind-like 3 (Drosophila),10,0.7,1.22,10,0.1,0.19,0.2,0.582,0.69,-0.4,2
ENSG00000158122,AAED1,AhpC/TSA antioxidant enzyme domain containing 1,10,0.1,0.298,10,2.4,3.64,2.4,0.581,0.69,-0.2,4
ENSG00000140993,TIGD7,tigger transposable element derived 7,10,0.1,0.0695,10,0.3,0.809,0.1,0.581,0.69,-0.9,1.7
ENSG00000160447,PKN3,protein kinase N3,10,0.1,0.388,10,0.1,0.245,0.1,0.579,0.69,-1.6,1.2
ENSG00000180138,CSNK1A1L,"casein kinase 1, alpha 1-like",10,1,2.13,10,0.2,0.284,0.9,0.579,0.69,-0.3,2
ENSG00000109061,MYH1,"myosin, heavy chain 1, skeletal muscle, adult",10,0,0,10,-0.3,1.49,-0.1,0.579,0.69,-1.5,1.2
ENSG00000130592,LSP1,lymphocyte-specific protein 1,10,0.2,0.69,10,-0.1,0.0457,0.2,0.579,0.69,-1.3,1.4
ENSG00000166450,PRTG,protogenin,10,0.3,2.84,10,-0.1,1.27,-0.1,0.579,0.69,-1.3,1.3
ENSG00000163501,IHH,indian hedgehog,10,0.3,1.46,10,-0.4,1.01,-0.3,0.578,0.69,-1.5,1.2
