Table S1. Endogenous mRNA stability,,,,,
,,,,,
All half-lives are in hours,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 1 and 4,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 2 and 3,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cel lines 5 and 6,,,,,
DMSO: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with DMSO,,,,,
4EGI-1: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with 4EGI-1,,,,,
,,,,,
Gene.Name,Cell lines 1 and 4,Cell lines 2 and 3,Cell lines 5 and 6,DMSO treatment,4EGI-1 treatment
SCMH1,5.732484,0.5285198,0.4992791,1.443837637,5.167101677
SCML1,22.62014,0.6275947,0.8903749,23.85864363,3.611838679
SCML2,7.395577,0.3758589,0.4328999,12.99946925,3.859383643
SCN11A,NA,NA,NA,NA,1.372559235
SCN1B,NA,0.3843346,3.27014,3.372005559,1.258668311
SCN2A,7.704038,NA,NA,11.38367075,0.883886415
SCN4A,10.6962,0.7333463,1.440367,4.104261308,2.155618475
SCN4B,NA,6.320968,NA,NA,NA
SCN5A,12.51395,0.5517927,0.8881428,3.342182241,1.622627812
SCN8A,12.49456,NA,NA,5.227535344,1.800859556
SCN9A,4.219302,NA,NA,NA,0.421464485
SCNM1,8.77504,12.28913,10.11705,23.01172469,12.60074455
SCNN1D,78.29862,8.740331,3.748145,2.508153927,9.165260692
SCO1,7.196773,1.634948,2.019927,10.06163619,3.391069118
SCO2,2.447188,1.43056,1.454537,2.362305302,1.486427875
SCOC,5.968742,0.1398898,0.4225707,3.298491174,9.160110532
SCP2,NA,2.172398,3.118921,NA,NA
SCPEP1,NA,3.61795,7.38039,NA,NA
SCRN1,70.07205,1.618728,1.846349,9.120082211,9.060454043
SCRN2,9.397697,1.814115,2.545244,2.969111475,5.179569901
SCRN3,11.11981,0.6580111,0.913541,4.231830163,4.007551935
SCUBE1,5.455434,NA,2.390903,0.64090725,5.687485617
SCUBE3,4.705649,NA,NA,NA,NA
SCYL1,86.71046,8.155878,10.59232,13.63372386,4.531496073
SCYL2,8.5584,NA,NA,3.771605997,4.698327552
SCYL3,6.424107,NA,NA,3.036137901,1.676436977
SDAD1,5.084308,NA,NA,3.369233325,2.801345213
SDC1,4.073555,1.413045,0.5095535,3.148577939,3.532419459
SDC2,26.38043,8.65322,21.82834,198.7573137,3.733382011
SDC3,5.255196,1.972975,1.07095,4.753347718,2.376192503
SDC4,4.036836,0.2399545,0.5338248,2.35156632,15.4771302
SDCBP2,17.83181,367.8217,NA,NA,4.45497972
SDCBP,28.23032,1.419317,1.869003,34.70645986,7.198117872
SDCCAG3,13.31435,3.103217,3.919581,8.607333504,5.100857481
SDE2,3.575095,NA,NA,3.64414223,1.924009088
SDF2L1,4.334204,4.280463,4.646225,5.320623665,5.740069503
SDF2,11.80619,1.762543,2.067102,14.23793014,3.127855508
SDF4,NA,NA,NA,NA,5.503276946
SDHAF2,5.082262,0.4310059,1.176789,6.094765898,3.339030956
SDHAF3,16.76199,1.473112,1.331276,11.11812006,6.586240471
SDHAF4,46.04815,1.716231,5.475025,5.988252536,7.009738113
SDHA,NA,NA,18.74486,55.91341337,13.47163983
SDHB,NA,6.682349,6.575729,498.5204447,11.03008076
SDHC,NA,NA,33.54276,NA,10.74970155
SDHD,60.44749,1.431288,2.460225,23.71900731,4.206971398
SDK1,12.04201,0.7115281,0.9214729,1.841721629,2.442171291
SDK2,5.543663,0.4226598,0.5535821,1.206106285,1.440766602
SDR39U1,7.47582,9.597341,6.915848,9.307174085,8.842281539
SDSL,NA,NA,NA,NA,4.307717112
SEC11A,NA,8.0878,35.03385,NA,18.76995926
SEC11C,NA,114.3713,NA,NA,7.280948773
SEC13,NA,12.63632,27.8101,97.372255,12.36435921
SEC14L1,13.00867,1.054261,1.249081,9.59209754,4.648133116
SEC14L2,6.595267,1.59595,2.716441,5.412001544,15.1068011
SEC16A,9.078186,0.4479335,0.5846129,3.063779586,4.343366549
SEC22A,61.48701,0.4640727,1.885218,20.85231316,7.536278505
SEC22B,33.92197,1.289229,1.588816,23.30245699,9.496147919
SEC22C,NA,0.7031907,1.200669,NA,NA
SEC23A,9.758946,0.3440469,0.4865606,3.863487345,7.597147702
SEC23B,14.05071,1.066572,1.357763,10.44755569,6.129870277
SEC23IP,5.389812,NA,0.3055668,3.238001203,4.56488543
SEC24A,5.060655,NA,NA,3.231491129,4.23136865
SEC24B,4.988874,NA,NA,1.984397356,7.32770647
SEC24C,NA,3.06105,4.405117,31.14913494,6.295853445
SEC24D,8.699271,NA,0.376157,3.449676367,9.930445394
SEC31A,10.19089,1.232325,1.44049,5.689415926,3.335343935
SEC31B,NA,1.37806,2.528788,11.83608257,21.35479877
SEC61A1,10.55679,3.055354,3.696785,10.85646739,9.666093807
SEC61A2,NA,10.3678,40.13655,NA,4.936946798
SEC61B,43.23358,121.6779,342.4466,NA,28.815545
SEC62,7.522845,NA,NA,76.50352428,4.946145125
SEC63,5.674176,0.2555561,0.240102,3.317026258,5.94137481
SECISBP2L,8.369221,NA,NA,3.507124104,3.709208683
SECISBP2,16.92966,1.450131,1.449663,7.206896757,3.468181619
SEH1L,12.84603,0.4400507,0.6401165,13.02425994,15.21401406
SEL1L3,4.386355,1.358182,1.095,1.813449805,7.981067927
SEL1L,10.81963,NA,NA,2.856687529,4.671452394
SELENBP1,NA,8.924482,6.180856,13.26080854,6.784917666
SELENOF,24.20882,3.894819,6.839516,44.43100875,10.63327735
SELENOH,12.53956,NA,88.85668,742.2195277,16.04980124
SELENOI,7.987007,NA,NA,3.786663524,2.510929263
SELENOK,96.79138,10.29115,31.08397,1260.563804,6.567717852
SELENOM,NA,NA,85.38013,71.46764256,95.69708494
SELENON,27.49996,15.26358,10.08865,13.38581791,2.82223167
SELENOO,6.935741,2.698033,1.792023,2.469645795,5.158460036
SELENOP,12.53816,1.108097,5.868552,10.73008617,3.60642111
SELENOS,26.70553,4.044285,5.459698,43.05462677,10.24950189
SELENOT,7.588415,0.4841244,0.8368398,10.31350907,6.409600092
SELENOW,NA,NA,NA,NA,74.82993245
SEM1,NA,9.191492,7.579203,NA,36.12134878
SEMA3A,4.169433,NA,NA,2.049173502,1.337133749
SEMA3B,NA,5.222961,3.558774,NA,NA
SEMA3C,5.288528,NA,NA,0.14084456,10.47614893
SEMA3D,4.686946,NA,NA,7.831157184,1.243367061
SEMA3E,2.953175,NA,NA,0.421755221,2.60708923
SEMA3F,6.675044,0.3493074,0.3809607,2.286174218,23.49707566
SEMA3G,5.060229,NA,1.380232,2.032822782,4.550297337
SEMA4A,NA,1.218291,7.110175,NA,NA
SEMA4B,6.184258,0.7370061,0.5271717,2.73894051,4.670569376
SEMA4C,7.420715,0.7158874,0.988475,5.367915858,3.726712701
SEMA4D,6.134868,0.2446866,NA,5.028437221,6.29925367
SEMA4F,26.223,1.731478,2.417521,10.30823863,12.91053136
SEMA4G,645.8828,NA,3.591339,6.9702668,27.31757639
SEMA6A,4.697143,NA,NA,2.991692541,2.86519016
SEMA6B,31.67107,6.032222,2.601436,NA,9.959362202
SEMA6C,6.685061,NA,0.3915103,2.095892614,7.583349635
SEMA6D,2.865008,NA,NA,1.54243117,NA
SEMA7A,6.630952,0.9719037,0.4274579,22.04802679,5.040855998
SENP1,4.72976,NA,NA,3.328266431,2.31838865
SENP2,14.09365,0.4036627,0.4374382,3.956236036,3.713306245
SENP3,85.02833,4.420356,5.737626,18.41011401,4.693778467
SENP5,8.212019,0.1609858,0.3591251,6.558780481,4.794557249
SENP6,5.251413,NA,NA,3.357891281,2.794326974
SENP7,22.39846,NA,NA,3.058745734,6.029212487
SENP8,3.315025,NA,NA,3.092469965,0.428831081
SEPHS1,24.03885,2.777438,4.360911,19.14276504,5.790824018
SEPHS2,3.258947,0.3696774,0.5665597,3.518214605,1.290603035
SEPSECS,4.336159,NA,NA,NA,2.283893058
10-Sep,8.533826,0.6024687,0.9149131,2.827709738,10.54692455
11-Sep,6.630195,0.3546378,0.5067457,5.403641056,3.009999675
12-Sep,NA,NA,NA,NA,0.786847673
1-Sep,17.85629,NA,NA,45.15628914,1.931458561
2-Sep,1009.685,2.742068,6.356359,19.21957681,5.904793747
3-Sep,NA,2.662031,3.274541,16.41235766,5.839735993
4-Sep,NA,5.818346,1.18428,17.10366055,24.67935911
5-Sep,32.23658,2.546772,2.970978,5.167544223,NA
6-Sep,12.36778,4.265489,7.225382,7.478987669,5.04740388
7-Sep,10.57177,0.290771,0.4214874,8.11276668,20.17671538
8-Sep,35.08897,1.781278,2.384255,5.733463799,9.197320718
9-Sep,25.38951,3.911849,4.256895,10.88708118,6.661998731
SERAC1,9.038653,NA,0.8552467,7.978340267,5.499525616
SERBP1,12.0216,NA,3.059676,9.15249308,20.02551165
SERF2,NA,NA,NA,NA,7.036312096
SERGEF,NA,7.181731,9.077737,27.64445297,6.927729599
SERINC1,7.123056,NA,0.3592271,21.73589581,9.445549172
SERINC2,NA,NA,78.00585,16.37429233,18.48801651
SERINC3,50.73318,1.123893,1.910596,19.56223075,10.41746847
SERINC5,21.31732,0.6419388,0.2944155,5.790622422,25.51566063
SERP1,29.95915,4.083684,4.980838,40.90663441,14.62989147
SERPINB1,8.66682,1.372473,2.144051,9.411638405,3.516368294
SERPINB6,18.97562,3.504946,5.704399,4.796605302,3.660399044
SERPINB9,4.468995,0.3002557,0.352141,4.820189923,50.56240621
SERPINE2,146.6412,6.315222,2.749447,5.883806541,82.87546467
SERPINF1,NA,24.15127,NA,NA,11.02182273
SERPING1,NA,6.070961,10.84356,45.28048485,NA
SERPINH1,737.4339,9.330228,9.770423,20.45423828,6.557986665
SERPINI1,NA,5.351604,12.72218,NA,NA
SERTAD1,3.601523,1.586713,1.756075,5.22784664,6.912454782
SERTAD2,2.149741,NA,NA,1.38997072,1.994602707
SERTAD3,2.287545,NA,0.443644,1.933772533,1.970652611
SERTAD4,2.680603,0.2013841,NA,2.041708819,1.966840036
SERTM1,2.435057,NA,NA,1.85620982,NA
SESN1,8.927799,NA,NA,3.731013734,3.374964095
SESN2,5.779621,1.998729,2.497678,10.07296364,2.413196248
SESN3,26.25018,NA,0.410803,179.1012144,6.60416044
SESTD1,7.869709,NA,0.5887954,2.562107114,13.78794645
SETD1A,6.057376,1.358678,1.574181,4.323009662,3.052942107
SETD1B,3.995212,0.5171671,0.5976768,4.961223084,0.936947606
SETD2,4.949131,NA,NA,8.743308866,3.312326277
SETD3,10.79244,0.6785074,0.9225165,5.587808152,4.159658737
SETD4,29.89435,1.306309,2.384837,24.51427429,5.693078591
SETD5,6.457688,NA,0.2932168,4.76502169,6.776774479
SETD6,4.031183,0.6829839,0.7499242,2.869312038,3.155172797
SETD7,9.982987,0.8625856,1.825189,12.28363601,2.998716567
SETD9,8.903795,3.859969,3.572721,24.23466748,3.457028559
SETDB1,10.10446,1.070554,1.382409,6.234428372,3.551535557
SETDB2,7.224151,NA,NA,2.655073433,2.157873215
SETMAR,3.500159,0.3559011,0.5528122,2.559642299,1.249516532
SETX,5.856305,NA,NA,16.33110731,4.122184622
SET,12.79056,2.196185,3.292626,18.25722973,7.180048725
SEZ6L2,NA,19.27593,28.62636,1819.876123,5.879456318
SF1,11.18279,4.772038,5.800474,12.53914942,3.974633323
SF3A1,11.03619,2.075063,2.440169,12.59195995,6.458916714
SF3A2,12.27681,3.351252,2.602123,4.444716683,3.761599651
SF3A3,8.61513,1.500863,2.111255,7.741960777,3.095787945
SF3B1,10.93117,0.4669921,0.6486082,13.26325975,4.916203635
SF3B2,99.49422,11.70765,17.72468,76.54937381,17.30608488
SF3B3,NA,0.5311324,0.6981814,NA,NA
SF3B4,8.577402,4.410684,5.022428,25.33961474,2.583735971
SF3B5,10.69336,12.85019,11.20379,26.99222313,5.128048134
SF3B6,214.0995,20.3698,24.04019,NA,58.93163907
SFI1,8.39403,0.3586053,0.2776746,2.171068281,3.815495812
SFMBT1,6.548164,NA,0.5856792,4.057929032,5.3585875
SFMBT2,6.833115,NA,NA,6.113346412,1.732313349
SFPQ,7.618301,1.675448,1.898791,6.308633969,2.587857953
SFR1,1.910334,NA,NA,1.18709076,1.161233205
SFRP1,628.7164,3.799472,NA,7.82356685,NA
SFSWAP,16.90205,1.808121,2.06287,7.648038054,3.364339851
SFT2D1,NA,4.232949,4.379059,13.5752712,29.45651902
SFT2D2,8.682779,NA,NA,3.235191719,2.914119172
SFT2D3,3.787237,NA,NA,NA,NA
SFTA3,15.24579,2.118031,NA,12.68344876,NA
SFXN1,6.555153,0.9920307,1.247607,5.68399974,8.509755943
SFXN2,2.004885,0.3996117,0.7720245,1.685970763,1.689731943
SFXN3,28.02951,5.966922,3.529911,10.02868047,28.49260675
SFXN4,35.47035,3.35928,4.318173,6.742111363,4.98976406
SFXN5,5.445609,1.498108,2.263716,3.147236421,1.403812116
SGCB,32.6343,4.354093,8.22898,50.32528528,15.91956949
SGCE,45.01628,2.052576,3.304664,NA,NA
SGF29,15.1695,4.366266,5.88174,10.43863467,3.482724726
SGK1,2.348591,NA,NA,1.149562312,0.76622622
SGK2,NA,NA,NA,NA,6.875171965
SGK494,223.355,NA,0.375587,8.306341786,2.072209393
SGMS1,3.251266,NA,NA,3.536117482,1.117645053
SGMS2,7.475079,NA,NA,7.418677679,2.155263608
SGO1,13.56979,0.2123914,0.4314608,10.66674244,3.472821503
SGO2,28.61082,NA,NA,4.959967682,4.057964721
SGPL1,17.99309,0.6312449,0.5835049,6.338598366,2.960145192
SGPP1,8.996944,NA,0.3206857,6.018949315,3.267710345
SGPP2,26.98741,NA,NA,NA,3.477865571
SGSH,3.802855,0.772836,0.5575852,1.081453693,2.980068204
SGSM1,6.203719,NA,NA,2.594951695,1.572348737
SGSM2,26.0613,3.294197,2.223218,4.624539721,4.002584241
SGSM3,NA,10.8883,11.04511,69.69522175,5.921389209
SGTA,NA,150.4476,40.93186,NA,7.093358311
SGTB,5.639838,0.2636561,0.6816917,2.789838336,9.678890219
SH2B1,16.99675,3.203159,3.619437,7.906761869,3.768497327
SH2B2,14.90317,6.936161,4.718632,29.13366181,2.865749149
SH2B3,7.198661,0.1549345,0.3372556,4.901398703,3.134943839
SH2D2A,7.485932,1.530499,2.030821,3.717115104,1.79936093
SH2D3A,21.096,9.321734,284.8716,21.40873494,14.64927772
SH2D3C,11.23299,NA,NA,NA,5.752937786
SH2D4A,4.315148,0.2655278,0.3118216,3.584552046,3.089432503
SH2D5,11.97937,2.787111,NA,3.075000355,5.895902495
SH3BGRL2,NA,NA,0.157948,NA,NA
SH3BGRL3,NA,105.533,NA,NA,16.27571601
SH3BGRL,NA,8.289801,20.98561,NA,12.96498451
SH3BP1,119.0091,3.875397,5.28785,218.3073405,3.453646327
SH3BP2,5.664854,1.021473,1.106364,2.088854297,4.599279943
SH3BP4,3.448925,NA,NA,2.956669345,2.152428363
SH3BP5L,NA,2.412075,2.705421,22.74247004,3.370612614
SH3BP5,9.932061,1.848789,2.412182,9.655515063,4.071066653
SH3D19,4.146394,NA,NA,1.2120264,2.475789976
SH3D21,11.43832,0.4293071,0.6494086,2.2335704,1.709658823
SH3GL1,34.56173,9.744772,9.322533,9.200850348,5.779269563
SH3GL2,5.043279,NA,0.08631583,5.412332057,4.840442344
SH3GL3,NA,1.543194,3.050768,44.51597811,11.23354564
SH3GLB1,11.8102,1.054766,0.9536931,11.93771404,5.358396959
SH3GLB2,18.26492,6.137986,9.647519,6.518860292,8.744223466
SH3KBP1,27.3165,1.593423,2.39889,9.365589133,6.728386886
SH3PXD2A,3.945981,0.4025936,0.547773,2.211804353,3.266940993
SH3PXD2B,3.640954,NA,0.1498711,1.775441061,2.373753756
SH3RF1,5.852742,NA,0.2968686,3.086076209,2.604696795
SH3RF2,NA,NA,NA,13.14691489,15.17989588
SH3RF3,5.296468,0.46787,0.7389234,1.748982794,2.087919887
SH3YL1,9.52205,NA,1.169324,NA,18.78194043
SHANK1,20.9273,NA,NA,NA,6.59439266
SHANK2,5.511167,NA,0.1817218,0.859666977,1.79777284
SHANK3,NA,1.533411,2.125485,4.371190818,10.92208363
SHARPIN,15.45474,5.812279,4.446325,6.154166251,5.049911726
SHB,3.733252,0.8131146,1.088993,3.192648752,2.299346696
SHC1,52.53038,2.591032,3.629383,19.18237643,11.15099633
SHC2,35.05062,5.499512,3.622163,1.404150343,11.84721457
SHCBP1,5.082428,NA,NA,7.245157874,5.955534061
SHF,4.111225,0.6874558,1.481302,NA,4.012106177
SHISA3,2.958293,NA,NA,2.602933751,3.599436002
SHISA4,NA,11.34746,4.565717,NA,3.454662101
SHISA5,NA,16.20876,18.14478,NA,5.909756105
SHISA8,1.979356,NA,NA,NA,NA
SHKBP1,NA,31.56733,NA,NA,13.5437646
SHMT1,11.76016,1.933892,2.556585,7.082265635,5.414792685
SHOC2,3.84957,NA,NA,3.367723396,2.604807678
SHOX2,9.93864,NA,0.430253,NA,9.179262198
SHPK,4.085294,0.5408653,0.6682438,2.78578372,4.021991902
SHPRH,4.406717,NA,NA,1.726892797,5.369487547
SHQ1,18.00429,0.8729201,0.9743247,14.45263901,3.124945944
SHROOM1,7.234725,1.012843,1.201978,3.775058046,3.636669687
SHROOM3,4.119558,NA,0.4568811,3.237802456,2.896689585
SHTN1,10.8456,1.033907,1.297003,4.145030192,9.250597004
SIAE,34.04025,8.185603,64.46736,6.491909537,2.022401842
SIAH1,3.495007,NA,NA,1.793720663,2.270471165
SIAH2,2.873011,NA,0.6618829,3.081535045,1.41390194
SIDT2,47.85384,2.610402,3.303187,10.39591463,6.596254783
SIGIRR,NA,423.3032,37.79613,28.70997042,NA
SIGMAR1,4.50654,13.81707,10.2119,7.272503713,2.994754422
SIK2,6.666883,NA,0.1747722,4.411168465,2.639210972
SIK3,7.113259,NA,NA,3.246955775,1.978216667
SIKE1,104.7425,16.09512,151.3861,32.77988483,3.442633751
SIL1,4991.719,5.715697,5.951679,4.898136148,23.78809193
SIM1,6.38676,NA,NA,7.637413035,4.215105921
SIM2,13.77735,0.913876,1.433707,6.623785636,4.414415152
SIMC1,3.381507,NA,0.1684603,2.569879486,3.07473017
SIN3A,6.30284,NA,0.1745305,3.202757444,1.969021298
SIN3B,36.69998,2.479372,2.952973,8.806189821,3.095954417
SIPA1L1,4.985806,0.2111729,0.4090875,2.729365635,1.653401272
SIPA1L2,9.761387,NA,0.2816983,4.728585879,8.77808108
SIPA1L3,7.831114,0.1420145,0.2414329,3.231479908,1.530974216
SIPA1,115.3445,5.050977,5.965479,15.35321545,6.994678872
SIRPA,25.60159,1.444528,2.178816,16.19040297,14.70514269
SIRT1,2.772786,NA,NA,1.755663457,4.182232595
SIRT2,NA,NA,NA,NA,8.686832356
SIRT3,7.697764,2.602951,2.370566,NA,2.246035466
SIRT4,NA,4.726075,2.760765,NA,12.99648028
SIRT5,7.708426,1.24951,1.688244,8.931027788,2.918309148
SIRT6,NA,NA,40.56804,NA,6.271802627
SIRT7,8.289661,1.873048,2.116744,9.874836157,2.738134417
SIVA1,116.5314,NA,377.0913,54.39265247,5.201762927
SIX1,1.828926,NA,NA,2.353177934,1.562285867
SIX2,1.776478,0.6466801,0.6153015,2.265877763,2.319634011
SIX4,2.380331,NA,NA,2.759367464,4.51929566
SIX5,5.87161,2.476494,2.94769,NA,1.6775905
SKA2,10.84366,1.001982,0.8850647,10.60844322,3.733133496
SKA3,8.371719,0.2486966,0.7064473,8.79232618,1.798897311
SKAP2,3.35633,0.1828353,1.062464,3.347809193,2.893477178
SKIDA1,1.207751,NA,NA,1.09608259,0.576702479
SKIL,4.029154,NA,NA,1.647584694,1.496024035
SKIV2L2,4.543256,NA,NA,1.262760263,4.693765562
SKI,4.047582,0.4332883,0.3949228,1.990046589,2.741865817
SKOR1,2.393993,NA,2.464961,3.187333458,1.504153432
SKP1,NA,9.932684,21.76266,NA,51.39669706
SKP2,9.550513,1.061502,1.730992,9.109488657,4.944323093
SLAIN1,8.290469,0.123062,0.2916576,5.585358019,4.052594482
SLAIN2,9.970652,NA,NA,10.24228137,3.620060925
SLBP,4.340831,0.3737309,0.4546143,3.675441386,4.733600429
SLC10A3,5.286282,2.14126,3.067223,4.982367203,2.456331451
SLC10A4,4.249029,1.270613,0.865203,4.479621952,NA
SLC10A5,NA,NA,NA,8.533483092,0.936821582
SLC10A7,5.637153,NA,NA,NA,2.404160499
SLC11A2,10.09916,0.6664677,0.6494196,7.683776727,5.678302523
SLC12A2,2.153835,NA,NA,0.757697132,1.694966052
SLC12A4,19.44302,2.686602,1.288419,3.514939986,79.44336883
SLC12A5,NA,NA,NA,NA,1.476494457
SLC12A6,5.521296,NA,0.3981428,2.439618214,3.57854285
SLC12A7,57.48587,NA,2.839105,3.363583056,NA
SLC12A8,10.50805,NA,0.6264205,NA,7.847329434
SLC12A9,18.89951,3.719217,3.08482,7.209887079,3.45764551
SLC13A3,34.05534,2.718335,3.085226,6.380609087,1.8991975
SLC13A4,NA,1.835123,1.747789,NA,NA
SLC15A2,11.03261,NA,NA,125.6758693,NA
SLC15A4,10.75445,1.271438,1.694273,6.048486139,4.705007196
SLC16A10,7.09115,1.102837,0.9964589,5.335193841,3.080120595
SLC16A13,4.04928,0.7792026,1.157702,4.435895557,0.487732626
SLC16A14,3.621721,NA,0.2968296,6.734294992,4.162862785
SLC16A1,7.464739,0.7709846,1.016741,6.051078366,5.257008713
SLC16A2,40.83453,12.59259,24.56351,14.53816261,5.417518657
SLC16A3,3.718302,NA,NA,NA,NA
SLC16A4,21.44406,NA,10.68768,NA,9.680154681
SLC16A5,3.372728,0.4688351,NA,NA,3.30864118
SLC16A6,6.226925,NA,NA,1.135663627,0.824995007
SLC16A9,8.348702,NA,NA,2.214950408,NA
SLC17A5,29.55368,0.7596096,1.060424,12.65823651,2.896498845
SLC17A7,NA,8.782506,NA,41.57834877,NA
SLC17A9,NA,NA,NA,NA,1.2695189
SLC18B1,15.83061,2.183417,5.029974,9.218425099,6.056305502
SLC19A1,7.09618,2.0843,2.047051,2.394332175,4.810224456
SLC19A2,5.57709,NA,0.2270655,3.766489668,1.935807262
SLC19A3,3.896154,NA,NA,2.921081947,3.363399958
SLC1A1,NA,0.396802,NA,NA,NA
SLC1A3,13.78393,1.17309,1.761011,10.03119108,2.17656261
SLC1A4,28.99925,1.634077,2.084024,4.938602502,1.91503012
SLC1A5,6.719764,3.223076,3.659103,6.047939126,3.592349323
SLC20A1,5.287341,NA,0.5525654,3.768246033,3.579083823
SLC20A2,30.00433,0.7686678,1.115599,15.97040312,3.333339935
SLC22A15,5.132574,NA,NA,1.619233735,2.85621653
SLC22A17,NA,20.35342,7.51234,NA,NA
SLC22A23,8.858595,0.7686791,NA,12.84664579,1.369940771
SLC22A31,2.952809,NA,1.362157,NA,1.803927787
SLC22A4,1.993823,NA,NA,NA,1.474221779
SLC22A5,14.03338,NA,1.651192,5.882235251,3.869767058
SLC23A2,4.372167,NA,0.3482851,2.551557008,11.69399383
SLC23A3,249.1174,NA,5.831843,NA,0.897015903
SLC24A1,3.080825,0.264708,0.3409639,1.584149628,1.279498931
SLC24A4,38.35082,NA,0.8872598,0.732462945,5.207112591
SLC25A10,7.302622,3.166565,3.017643,3.113860139,2.166337165
SLC25A11,9.674042,3.149682,3.383928,4.202775297,7.753044377
SLC25A12,5.264494,NA,NA,2.303501247,3.775397254
SLC25A13,4.534453,0.523713,0.5965549,2.098126222,1.541863313
SLC25A14,84.75986,1.83696,2.815374,9.635437076,3.858429538
SLC25A15,6.628513,0.9737716,1.187222,2.029456463,5.047011422
SLC25A16,2.070305,NA,0.2306002,1.264492762,1.592885564
SLC25A17,35.24557,1.372565,2.454935,17.41203125,6.69818311
SLC25A19,5.35945,0.676797,1.047987,4.189622704,2.846112461
SLC25A1,19.95751,8.389429,9.01184,12.24683138,22.22499224
SLC25A20,NA,10.05638,10.44679,69.56466169,5.819283493
SLC25A21,NA,NA,1.262235,12.48241026,2.487163213
SLC25A22,10.15316,4.980066,5.786903,9.829227631,3.257598295
SLC25A23,NA,218.402,42.22092,NA,3.879387218
SLC25A24,9.50799,0.2098701,0.4816546,3.742279375,1.808209357
SLC25A25,3.416628,0.440143,0.676507,4.977379155,1.969458388
SLC25A26,NA,12.07428,22.8316,304.0912667,12.17770286
SLC25A27,6.499774,NA,0.6709365,2.341260777,9.167568348
SLC25A28,4.350436,0.7874836,1.272087,4.275590944,1.389601626
SLC25A29,NA,2.933939,1.910175,2.947810663,14.29184482
SLC25A30,9.206007,NA,0.5489759,6.75901458,3.367821453
SLC25A32,1.969144,NA,NA,1.065922183,1.022207504
SLC25A33,3.62255,1.206624,1.379774,3.987332585,2.929465088
SLC25A34,NA,4.208046,8.225361,NA,NA
SLC25A35,8.706092,0.2980369,1.926072,1.066695443,1.642476734
SLC25A36,5.522728,NA,NA,7.010188514,4.868933112
SLC25A37,6.941452,1.247553,0.6063781,3.365477785,9.235150349
SLC25A38,6.466004,1.524234,1.997251,9.13178165,3.016354478
SLC25A39,248.088,170.2859,70.69705,15.15358573,5.439398292
SLC25A3,96.23521,5.061374,7.804558,18.59030727,8.993107641
SLC25A40,29.64985,NA,NA,6.646805614,4.412603892
SLC25A42,22.42106,1.737296,2.05428,NA,2.017098497
SLC25A43,6.234858,NA,NA,4.920511258,NA
SLC25A44,6.769605,0.4716095,0.5710192,6.989864171,2.232635222
SLC25A45,3.911554,NA,3.161525,2.12735452,0.827117302
SLC25A46,8.263946,0.3658617,0.4440003,4.139437664,3.846046038
SLC25A48,156.9377,NA,NA,NA,NA
SLC25A4,28.19642,2.689078,3.653085,16.93003965,10.38506302
SLC25A51,10.11621,NA,NA,2.898405079,2.2580712
SLC25A53,3.945911,NA,NA,0.73580502,NA
SLC25A5,NA,13.72563,27.12066,NA,12.58461224
SLC26A10,8.068472,2.206901,0.5928888,NA,7.362563507
SLC26A11,58.24745,3.216273,2.805059,9.03577279,5.31478255
SLC26A2,10.51974,NA,NA,2.128002719,3.611083652
SLC26A6,NA,6.262588,6.534325,28.4819105,43.7224122
SLC27A1,NA,1.720983,1.913638,5.640679736,5.262920546
SLC27A2,8.563433,1.131484,0.7875692,4.925442092,6.228343032
SLC27A4,23.61982,4.377092,4.669715,5.675170947,3.201668302
SLC27A5,NA,NA,NA,NA,2.990897744
SLC27A6,8.883722,NA,2.581951,2.946551799,NA
SLC29A1,33.50993,3.634908,5.252929,9.250268359,8.529747532
SLC29A2,4.836631,0.9652374,1.031375,2.606535202,2.864830434
SLC29A3,6.695323,1.646508,1.472468,10.12039188,NA
SLC29A4,68.43541,NA,5.963337,5.415626862,NA
SLC2A10,12.64731,0.3627289,NA,5.075129526,1.386722711
SLC2A12,87.7564,0.7241207,0.1536739,19.75933141,4.377962613
SLC2A13,7.629981,NA,NA,2.270175332,2.929355783
SLC2A14,NA,NA,NA,NA,3.03106109
SLC2A1,2.761657,1.000071,0.7688664,2.318701051,7.657784323
SLC2A3,11.75285,NA,0.344082,3.06907816,4.30378813
SLC2A4RG,11.14522,5.457816,4.299098,6.779566215,12.03826124
SLC2A4,2.165069,NA,0.6567751,0.914411265,15.08712243
SLC2A6,NA,2.31225,2.222998,NA,NA
SLC2A8,14.09501,3.828616,4.611489,5.176131824,2.356507825
SLC30A10,4.922495,NA,NA,2.908151023,1.276973154
SLC30A1,0.6606577,NA,NA,0.560055128,2.047922077
SLC30A3,5.956999,1.032812,1.541405,3.55535941,206.0005008
SLC30A4,6.802687,NA,0.5695266,3.643938485,7.647744148
SLC30A5,9.522064,0.3510977,0.256678,2.987644174,3.956324873
SLC30A6,4.677474,NA,0.1606732,4.042358385,1.93824174
SLC30A7,3.877283,NA,NA,1.701305111,2.182869059
SLC30A9,6.374072,NA,0.3019549,1.227911456,4.045294277
