Table S1. Endogenous mRNA stability,,,,,
,,,,,
All half-lives are in hours,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 1 and 4,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 2 and 3,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cel lines 5 and 6,,,,,
DMSO: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with DMSO,,,,,
4EGI-1: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with 4EGI-1,,,,,
,,,,,
Gene.Name,Cell lines 1 and 4,Cell lines 2 and 3,Cell lines 5 and 6,DMSO treatment,4EGI-1 treatment
KBTBD2,5.512751418,NA,NA,3.662194556,3.142391738
KBTBD3,NA,0.667218637,NA,9.567586525,1.639984414
KBTBD4,4.870709478,0.515755198,0.804614972,6.044641531,3.114807642
KBTBD6,2.86844795,NA,NA,2.97198545,1.839684325
KBTBD7,3.949661356,NA,NA,10.01778325,0.819516588
KBTBD8,1.679744503,NA,NA,0.911403286,1.52542092
KCMF1,13.07213146,0.820656408,1.195290149,21.23839545,5.951613659
KCNAB2,68.82370307,NA,NA,7.953692807,5.754191414
KCNAB3,5.393916805,1.574586554,1.580325947,3.962523794,1.581882104
KCNB2,3.015290977,NA,0.33854886,1.437515464,0.376260665
KCNC1,NA,NA,NA,2.656834389,1.360273187
KCNC3,2.552184827,3.548772891,NA,1.21736823,1.650750078
KCNC4,5.718570637,0.349959023,NA,2.29804319,4.675659266
KCND1,NA,NA,166.0740628,NA,3.370859376
KCNG1,7.110424537,2.35293857,1.24347429,2.440433883,3.629586271
KCNG3,2.219738238,NA,NA,1.591292983,5.573813056
KCNH2,NA,5.027967606,3.367865212,19.73616766,NA
KCNH3,NA,5.831341434,7.051729146,NA,1.226338792
KCNH4,4.46723999,1.84096386,0.404692289,3.235332444,1.167363485
KCNIP2,NA,NA,NA,NA,3.308007757
KCNIP3,NA,0.8664391,NA,NA,NA
KCNJ11,8.725260822,1.36739215,NA,4.586409548,10.01585716
KCNJ12,6.315198491,0.605345272,0.873721899,3.442949471,NA
KCNJ14,7.956489355,1.099354195,0.901331499,15.75475325,0.840506076
KCNJ4,NA,1.006879191,1.420119103,NA,4.102627938
KCNJ8,2.409037326,NA,NA,2.343634767,0.870367824
KCNK13,60.29530043,NA,0.832620066,NA,NA
KCNK1,6.304032803,0.625647725,0.64724343,5.224140717,4.53741095
KCNK5,2.174161784,NA,NA,1.392631479,4.113679244
KCNMB4,18.98170148,1.857976678,1.101855023,10.29076849,3.913638532
KCNN1,NA,4.331969121,NA,NA,2.31175678
KCNN2,2.907776917,NA,0.264317161,1.650927736,NA
KCNQ1,12.1031452,NA,NA,NA,NA
KCNQ2,NA,NA,14.80739355,6.76295278,NA
KCNQ4,10.03802235,1.067778961,NA,1.974879769,4.830763919
KCNQ5,1.561301118,NA,NA,1.622371278,0.698232926
KCNRG,2.199332227,NA,NA,NA,1.55422569
KCNS3,NA,0.290252494,1.34613093,NA,NA
KCNT2,6.780526561,NA,NA,10.39128755,7.436447061
KCNV1,189.4501563,NA,NA,NA,NA
KCP,17.62167683,NA,NA,NA,NA
KCTD10,22.47743149,1.622162062,2.09081597,16.31232377,4.671886094
KCTD11,2.996844332,NA,NA,0.61664253,1.855316848
KCTD12,2.317170004,NA,NA,1.547175242,1.343765025
KCTD13,NA,5.541080133,7.469269541,17.85478627,4.034968001
KCTD14,NA,7.729984883,11.92458361,NA,NA
KCTD15,5.857480789,1.145699721,1.782351357,6.799034632,2.621886168
KCTD17,NA,3.749627394,3.932866007,NA,NA
KCTD18,6.798712212,NA,0.791221248,2.822166008,1.72741776
KCTD19,15.71694826,0.388207124,1.533541889,1.295797085,2.462206247
KCTD1,4.357799298,0.365645922,0.58748972,8.005742736,2.253755457
KCTD20,4.794260765,0.421123192,0.452033482,6.181746352,2.5150719
KCTD21,12.27274598,0.276595288,NA,12.50649457,1.299350501
KCTD2,11.63065311,1.120444115,1.50570654,10.7885921,2.661523102
KCTD3,5.98227439,NA,NA,4.248605831,3.129333898
KCTD5,11.03896319,0.625564243,1.099149123,5.711617086,2.764973829
KCTD6,3.487586797,NA,NA,4.175956328,1.719494911
KCTD7,18.58171887,0.761577616,0.570029737,32.67956384,39.15633173
KCTD9,7.946367426,NA,0.334151195,8.614126872,6.749215329
KDELC1,57.38050867,3.95051683,6.411950079,18.49074795,4.989425578
KDELC2,2.308637505,NA,NA,1.759881863,0.694475495
KDELR1,NA,NA,NA,NA,10.18991808
KDELR2,NA,3.551482994,6.4144181,1160.179159,7.72769481
KDELR3,NA,2.913078699,2.641821817,NA,NA
KDM1A,18.258196,1.593232127,1.886703037,5.12072076,7.007281937
KDM1B,17.33929479,0.780366517,2.009608321,3.21255137,8.584929907
KDM2A,3.620440274,NA,0.256561585,3.479395955,2.571639978
KDM2B,6.352365812,0.903354785,1.035757535,3.826906219,3.646563033
KDM3A,5.260775261,NA,NA,2.553630752,13.15041337
KDM3B,16.69050996,0.665691356,0.818136492,7.404361089,4.790495922
KDM4A,10.28164953,0.535507681,0.836727442,6.42110894,5.157808881
KDM4B,11.76449554,0.466679427,1.245520684,2.713500827,4.351678926
KDM4C,3.810063779,0.246267209,0.198050268,2.000370168,3.698225244
KDM4D,1.233092981,NA,NA,0.771536449,NA
KDM5A,6.050508771,NA,0.245388952,2.85566604,5.511721844
KDM5B,4.835650385,NA,NA,2.419374495,3.622098546
KDM5C,NA,5.178088296,5.875660549,19.47023372,9.367818507
KDM6A,4.425840266,NA,NA,5.971529407,3.504929345
KDM6B,12.86616283,1.146204402,1.279667302,6.372193777,5.657616223
KDM7A,11.11026855,NA,NA,2.894381105,27.84138052
KDM8,4.605971319,0.407242346,0.239558591,1.680772978,1.110227342
KDSR,6.628996712,0.609070732,0.850724017,3.290137378,4.531861056
KEAP1,5.691776814,1.766527561,1.859215678,4.75637442,1.763209847
KHDC1,NA,NA,NA,NA,2.169487327
KHDRBS1,26.71901549,1.749329003,2.429784036,11.94374468,6.528774478
KHDRBS3,18.89437129,1.320128699,1.709028713,7.283608422,15.50312541
KHK,47.90170727,6.534418833,5.906414735,19.52698818,11.4577198
KHNYN,14.84374309,0.875280122,0.883803557,6.387160284,6.262733572
KHSRP,44.37707758,9.324296004,10.36441149,39.5685449,4.666647498
KIAA0100,28.4389195,1.804489926,2.359387267,6.269887288,5.377674317
KIAA0141,NA,1.58040106,2.134705529,NA,NA
KIAA0232,5.142330957,NA,NA,4.583134113,2.38731478
KIAA0319L,7.392330347,0.768867403,1.081178196,2.840006206,4.462523594
KIAA0355,9.748694985,NA,0.433339682,7.282278012,7.092956972
KIAA0368,6.232869771,NA,0.214255248,1.968890861,8.200482591
KIAA0391,9.104197946,1.016605238,0.948929291,5.050609423,2.970025399
KIAA0408,6.551319723,NA,NA,2.582370339,8.017162964
KIAA0513,7.452036582,0.792749607,2.359080267,15.32293065,9.283888991
KIAA0556,13.87967177,0.886700197,0.951584948,9.406784216,2.164307471
KIAA0586,4.412733172,NA,NA,1.831653802,2.157734176
KIAA0753,5.579234749,0.348624115,0.393976259,4.298318116,3.574965464
KIAA0754,4.906609144,0.331057787,0.52637148,2.120675069,1.872017509
KIAA0825,NA,NA,NA,NA,1.082787063
KIAA0895L,10.50914038,2.669037863,2.766965904,7.058049297,5.052012371
KIAA0895,10.29458793,NA,NA,14.58296753,2.641521071
KIAA0907,6.834374807,NA,0.238164011,6.705476483,31.12000724
KIAA0922,2.909012005,NA,NA,1.90522948,1.806699883
KIAA0930,54.23812518,4.981253688,6.061640303,13.22640157,7.665294505
KIAA1024,5.796319348,NA,NA,4.785892443,0.667708322
KIAA1107,12.87903452,NA,NA,1.40113729,1.373823288
KIAA1109,6.525006878,NA,NA,3.078705018,5.104658858
KIAA1143,8.376345802,NA,0.691272026,63.95917685,4.150259344
KIAA1161,9.627887546,0.560996494,1.013358015,4.960380354,3.784392666
KIAA1191,18.75744884,3.460150007,4.533478445,94.02042753,6.668451071
KIAA1211,9.310947901,0.395958711,0.283759142,4.315184252,1.826023789
KIAA1217,6.525937592,0.26177574,0.239245894,2.118869663,0.570454018
KIAA1324L,19.56261246,NA,NA,1.368181481,10.22310403
KIAA1324,4.81736099,NA,NA,NA,7.026606543
KIAA1328,8.128623752,0.520107172,1.35376212,2.969212168,3.825920149
KIAA1429,6.140374148,NA,NA,4.922210601,3.792017232
KIAA1456,NA,NA,NA,NA,5.452492394
KIAA1462,2.771878173,NA,0.186694769,1.492706048,2.683227367
KIAA1468,5.499768944,NA,NA,1.91572472,3.939532018
KIAA1522,20.403492,1.732658858,1.64779025,6.058325803,9.36300305
KIAA1524,8.933143881,NA,NA,2.583444504,5.758465441
KIAA1549L,22.55146996,0.828371446,0.614716564,2.74825282,5.327543198
KIAA1549,6.354873391,0.236281325,0.422015314,2.708317125,2.698345245
KIAA1551,3.760959057,NA,NA,3.280776934,1.555402091
KIAA1586,3.43213264,NA,NA,0.962918163,2.876044898
KIAA1614,NA,NA,NA,NA,1.919699112
KIAA1671,4.870713464,NA,NA,3.0239743,4.004694479
KIAA1683,NA,NA,NA,307.5438171,NA
KIAA1841,6.955584413,NA,0.244424132,3.378978055,1.986777104
KIAA1958,5.067903236,NA,NA,3.766146728,6.544933673
KIAA2013,7.606021669,2.968688015,2.63612556,8.861848123,2.7748397
KIAA2022,NA,NA,NA,NA,2.267926781
KIAA2026,3.370522084,NA,NA,2.036580889,1.181355649
KIDINS220,12.51529235,0.605832789,0.814303121,7.868933068,4.653257151
KIF11,4.126195091,NA,NA,1.065998617,1.616999526
KIF13A,7.616607349,NA,0.46971344,4.305190227,2.701633084
KIF13B,6.530759768,NA,NA,3.121702742,7.130789692
KIF14,4.14268727,NA,NA,0.995039631,0.956216481
KIF15,12.14349157,NA,NA,89.73305547,4.778418086
KIF16B,5.898721091,NA,NA,2.6740178,3.367240257
KIF17,38.3248167,2.300328452,2.748840391,5.971691192,4.037239653
KIF18A,8.727331741,NA,NA,2.721383132,6.368752173
KIF18B,12.78063842,1.701839113,2.001561675,15.59651169,1.911125626
KIF1A,119.2700035,2.477930729,2.443312954,4.552600635,6.77489317
KIF1BP,8.617021764,0.454638435,0.443483866,8.513443062,1.037833051
KIF1B,4.81471963,NA,NA,2.764921217,4.187959545
KIF1C,46.81509333,6.976363144,8.588327186,11.79351349,5.071766566
KIF20A,138.6923501,2.340435054,3.562685739,183.8255855,3.540533718
KIF20B,4.628921227,NA,NA,1.300174258,3.574187231
KIF21A,4.634999339,NA,NA,1.731567169,3.777129212
KIF21B,6.906328809,0.28840712,NA,1.048160986,5.021334372
KIF22,NA,19.07344345,35.73884568,NA,4.262556452
KIF23,6.679178907,0.293317275,0.234738328,4.743786606,4.226817103
KIF24,6.783296856,0.184188974,0.436955659,5.261781008,2.075478248
KIF25,6.161925991,NA,NA,NA,0.822219321
KIF26A,NA,0.618383649,1.505047207,2.50579349,3.748616734
KIF27,18.77244693,NA,NA,4.040702591,3.206013798
KIF2A,4.586608459,NA,NA,1.897502451,5.05060722
KIF2C,70.54784942,2.048795106,2.503868821,13.12222818,4.777501023
KIF3A,6.559672685,NA,NA,2.818897147,4.478247845
KIF3B,6.663136143,0.224712303,0.554583181,6.262132342,2.749910974
KIF3C,266.134766,2.199963884,1.563386245,31.37921973,3.497815746
KIF4A,27.98934243,1.547827191,2.873554574,10.14097882,2.686993623
KIF5A,88.9464107,0.748557198,1.325379797,107.2583633,8.964067048
KIF5B,4.269270346,NA,NA,1.564319513,4.336783513
KIF5C,NA,NA,NA,1.922121738,8.292819844
KIF7,6.615056143,1.027216534,1.12360526,2.368555852,8.1388029
KIF9,NA,11.10348056,27.49778561,NA,NA
KIFAP3,26.17797548,0.86918168,1.017012161,6.168242355,6.847845558
KIFC2,6.910003402,0.788437769,0.53894856,0.935117112,3.034665957
KIFC3,28.39370015,2.13676241,5.158160932,4.704858236,54.25176513
KIN,7.169502646,NA,0.298720929,2.183623136,5.814586402
KIRREL,10.46548708,0.509547681,0.537158852,2.585999338,3.78215855
KITLG,5.354898366,NA,NA,22.58818648,2.812925197
KIT,5.442080268,NA,NA,2.162415918,3.068350592
KIZ,24.47481712,0.983185714,1.168811845,3.699668401,6.773063171
KLC1,14.67322219,1.404049779,2.471155421,3.607109942,27.12803696
KLC2,54.42660202,5.265680378,7.103411461,12.5564601,9.618168375
KLC3,4.701745255,1.001794675,2.003198739,2.250865601,2.822054249
KLC4,56.81454814,3.706199512,3.896157415,264.2303267,9.021849556
KLF10,4.153831268,NA,NA,0.86258747,1.941060459
KLF11,3.638083176,NA,NA,11.72641675,1.296369031
KLF12,5.839974433,NA,0.40840498,10.07681059,1.420325416
KLF14,3.517831554,NA,NA,NA,NA
KLF15,1.492948746,NA,0.305322146,0.667027023,1.12570759
KLF16,NA,1.064437659,NA,2.376089816,5.248760986
KLF2,1.428733086,NA,NA,NA,NA
KLF3,3.380823193,NA,NA,2.177477573,1.69653995
KLF4,2.084488981,NA,0.468823529,3.832302862,1.543538411
KLF5,1.909796783,NA,NA,1.167446193,2.098157577
KLF7,1.8123006,NA,NA,2.882673741,2.510710326
KLF9,1.585089666,NA,NA,1.594982999,0.842072562
KLHDC10,16.96738457,0.477709475,0.705390882,9.873003266,6.756879596
KLHDC2,4.285032673,0.261841268,0.710800977,1.363204009,4.492241368
KLHDC3,NA,74.76744489,29.51851012,NA,NA
KLHDC4,6.945383049,1.327656698,1.40075871,3.136788597,6.680943164
KLHDC8B,65.11757484,4.152366074,7.340250821,12.53398017,9.681855827
KLHL10,2.490578381,NA,NA,NA,NA
KLHL11,3.895833925,NA,NA,3.187776738,NA
KLHL12,42.2246711,1.232991524,2.154570548,8.361448586,7.128368575
KLHL13,7.409225016,0.607017836,0.603798697,7.356978091,2.604447791
KLHL14,3.105024392,NA,NA,0.698911807,2.204600249
KLHL15,2.328073173,NA,NA,2.448776771,1.271112909
KLHL17,16.17944156,4.889972537,2.881410554,6.842995377,7.489059358
KLHL18,10.421518,0.476624078,0.786976941,6.003004322,2.868405255
KLHL20,5.962240939,NA,NA,4.032546833,3.316074049
KLHL21,2.778913634,0.431476365,0.615528143,2.858021474,3.698443654
KLHL22,6.021421498,0.503759396,0.953276671,2.278212236,3.797081741
KLHL24,20.47929697,NA,NA,NA,18.00035819
KLHL25,6.97528306,0.964313065,1.101878684,4.894893387,6.076352014
KLHL26,1.626266084,NA,NA,NA,NA
KLHL28,2.486839343,NA,NA,2.131483995,1.867620677
KLHL29,6.063762634,0.766648884,0.477503303,1.665314975,1.313818992
KLHL2,6.916102028,0.377643775,NA,4.151268637,3.356855464
KLHL32,NA,NA,NA,6.236214196,0.642465668
KLHL36,6.209101354,1.475165865,0.91695628,3.851509779,4.022200284
KLHL3,NA,NA,NA,NA,1.858014664
KLHL41,6.362944484,0.368733971,NA,NA,3.910867031
KLHL42,7.001077534,1.692375878,1.802876159,7.45570368,3.679024451
KLHL5,10.10732058,0.992207816,0.834278062,3.928546368,5.213326013
KLHL7,16.73405207,0.531603831,0.45166973,17.15498607,4.86552691
KLHL8,3.601595284,NA,NA,3.700990951,2.458849531
KLHL9,2.875535617,NA,NA,2.340777674,1.66376976
KLK14,753.2674956,NA,NA,2.870545876,0.474264339
KLK8,NA,3.200338069,NA,NA,NA
KLRG1,112.5484811,NA,NA,38.08747238,11.36078758
KLRG2,15.82921794,2.04757779,NA,6.073074008,3.422396655
KMT2A,7.107554982,NA,NA,4.048300416,4.363373372
KMT2B,17.08838518,2.384685254,2.644974588,7.161662919,4.302701923
KMT2C,7.257970495,NA,NA,5.392031543,6.426190955
KMT2D,11.30241198,0.817268417,1.0056346,4.403382038,2.555778492
KMT2E,5.583686981,NA,NA,17.29153809,3.16517751
KMT5A,9.337153083,1.920951922,2.404525344,9.241531228,3.620503798
KMT5B,9.837661711,NA,NA,8.432153029,3.884984576
KMT5C,11.39473158,3.012391044,5.552342095,6.163460806,2.902265928
KNDC1,75.7201488,4.522216633,1.839570292,2.529242638,12.82392036
KNL1,8.879223493,NA,NA,2.789232787,5.585382678
KNOP1,5.034637841,0.823865091,1.16419932,3.480842858,6.765525793
KNSTRN,7.725943326,0.863596965,1.270583978,5.788910883,2.971431315
KNTC1,6.84024393,NA,NA,1.93839909,3.289815238
KPNA1,7.160234928,0.6031059,0.870450979,6.148414747,7.878822424
KPNA2,NA,2.077304253,2.242511526,NA,NA
KPNA3,6.458730514,0.267277642,NA,4.639590765,5.027143481
KPNA4,11.46351123,0.300392416,0.413455753,8.34229503,7.555563933
KPNA5,8.166260061,NA,NA,18.45816138,5.98377236
KPNA6,13.60674293,0.361264311,0.652335049,9.407577268,3.331513159
KPNB1,9.740597579,2.025074183,2.827424673,6.167210276,4.592191984
KPTN,18.88740393,9.819952631,7.729423256,7.103044737,2.436827766
KRAS,7.150786609,NA,NA,15.5338954,4.25229446
KRBA1,3.579611925,0.628451375,0.697370556,1.96604774,3.62979627
KRBA2,128.8831546,5.151537184,0.672252148,NA,0.825611588
KRBOX4,16.7102306,0.755118239,0.638086892,18.9714811,2.853083539
KRCC1,NA,NA,0.271776459,NA,0.44938435
KREMEN1,10.01017043,0.69145561,0.620048633,4.447260428,3.191230796
KREMEN2,NA,NA,3.23999878,4.175578911,11.5050713
KRI1,10.37087669,4.79268955,5.430157912,19.18750277,2.483646816
KRIT1,2.092424182,NA,NA,1.150957442,1.614782255
KRR1,NA,1.002331908,0.852854625,NA,NA
KRT18,29.06305552,5.778936461,7.982770194,19.59295062,6.47610577
KRT222,30.05439794,1.624648819,1.399522163,11.09247296,2.999165548
KRT8,NA,49.12843619,27.15335927,33.75071712,8.112049579
KRTAP19-1,NA,NA,1.976726772,NA,NA
KRTCAP2,NA,NA,NA,NA,8.653891235
KRTDAP,NA,29.82229299,NA,NA,NA
KSR1,8.730151013,0.474948957,1.076159077,4.63440866,4.523494117
KSR2,NA,NA,NA,1.224106208,NA
KTI12,1.192652713,0.19615761,0.257088702,1.252122913,0.741105191
KTN1,3.77551281,NA,NA,1.046104379,2.584206314
KXD1,NA,137.7998223,39.27346726,NA,68.49599236
KYAT1,NA,NA,7.819901691,12.04433989,NA
KYAT3,10.18803428,0.433352098,0.664165687,4.33184186,12.3397241
L1CAM,NA,3.333478329,NA,1.911546489,12.86135219
L2HGDH,5.32019688,0.618367471,0.718682087,3.834423493,3.860447077
L3HYPDH,3.693016511,NA,0.671813899,2.272749547,1.629713776
L3MBTL1,14.79458559,NA,0.954782435,3.352636694,4.145452034
L3MBTL2,23.36421439,2.522025033,3.35273215,8.371365057,3.902996705
L3MBTL3,5.312704762,NA,NA,3.128203643,6.108495591
L3MBTL4,6.100591084,NA,1.039470187,NA,1.796549145
LACC1,3.295778675,NA,NA,2.027698792,1.598072754
LACE1,2.582975493,NA,NA,54.73411893,1.829334349
LACTB2,12.75910035,0.666498625,1.076484572,6.414508575,2.444105148
LACTB,21.03991472,0.516124757,0.820990011,7.655500937,6.546641967
LAG3,NA,NA,NA,NA,0.407396813
LAGE3,NA,NA,NA,NA,445.7992902
LAMA1,7.939187699,0.468883569,0.424824748,1.797444627,7.043188508
LAMA2,1.042122574,NA,NA,NA,NA
LAMA3,3.766076339,NA,0.317905634,0.969461581,5.340348117
LAMA4,6.082911147,3.122677915,1.607373419,2.034371264,0.911467766
LAMA5,10.7309436,1.595295413,0.978348192,2.101301996,6.742740178
LAMB1,9.989633358,0.794596022,1.107102718,2.185298239,6.934703142
LAMB2,NA,3.140728533,3.11295491,7.055266193,8.673338115
LAMC1,11.86417201,1.161094222,1.378613589,3.982372232,4.819480762
LAMC2,5.443250569,0.766579767,2.248667756,9.454680635,5.213220258
LAMC3,6.128520576,3.136050021,2.394434006,1.204186381,1.363610238
LAMP1,NA,10.3501071,39.2509942,37.67957706,5.098298857
LAMP2,16.2569657,2.823612331,4.121171875,19.46840972,4.121913772
LAMP3,NA,0.416172799,NA,18.84420854,58.61069228
LAMTOR1,20.1247645,11.28612384,13.59887014,15.8570432,4.823238041
LAMTOR2,NA,58.00426943,NA,NA,9.417193652
LAMTOR3,16.21162259,0.53590804,1.111237585,32.96272359,6.050052042
LAMTOR4,NA,NA,NA,NA,14.79776476
LAMTOR5,40.68515869,23.2034162,20.90474092,116.5969048,6.831241948
LANCL1,56.24099669,0.931967555,0.561706975,7.871077268,6.992819609
LANCL2,3.762641148,1.168754044,1.336018761,3.745701893,2.968645641
LAP3,10.80347616,2.07668857,3.363424473,5.016543932,2.617542617
LAPTM4A,63.16542518,11.68526799,15.80488884,NA,9.50743076
LAPTM4B,NA,NA,NA,NA,31.43286978
LARGE1,10.83524112,0.823601889,0.88166384,3.766018539,1.938656672
LARGE2,8.433156631,1.164441586,1.206371738,2.66230866,41.99928507
LARP1B,4.985607966,NA,NA,2.228932683,3.233076906
LARP1,10.51142648,NA,0.802076904,3.821606291,3.165075133
LARP4B,18.27279931,0.364836177,0.598817673,5.138257334,5.50279113
LARP4,8.139942557,NA,0.249344478,7.038518648,3.956842145
LARP6,20.02294973,1.692618129,1.818946793,8.327006646,31.26172466
LARP7,9.569583353,NA,NA,6.843881825,5.3954441
LARS2,6.673708624,1.587254206,2.18539684,4.262378536,2.72745115
LARS,4.609543491,0.125522765,NA,1.903116107,5.817563006
LAS1L,25.6564786,11.07965521,42.68238245,35.29574867,12.49223564
LASP1,22.3108666,NA,3.836017737,39.82540115,10.85114261
LAT2,NA,NA,NA,NA,0.116902828
LATS1,3.295000733,NA,NA,3.219898549,2.596733637
LATS2,4.801592905,NA,NA,7.834881174,1.922733989
LAT,24.8653085,13.98341727,11.13505413,NA,1.196340973
LAYN,24.59397642,2.264137869,3.114096528,6.010865538,3.829358011
LBHD1,3.602957425,0.634144355,0.907452948,3.06520157,NA
LBH,10.7116722,NA,0.197414376,NA,3.284192019
LBR,17.68195652,0.705746115,1.271093321,7.43432263,4.352044704
LBX1,NA,NA,3.443027742,2.951071713,NA
LBX2,3.302847028,NA,NA,NA,NA
LCA5L,2.652559495,NA,0.516437108,1.121640317,0.480472009
LCA5,18.12320368,NA,NA,2.30290811,4.601146843
LCAT,81.53689987,3.070507536,0.310798555,13.64410614,7.948092023
LCLAT1,6.741311139,NA,NA,21.10279697,2.924923143
LCMT1,NA,5.216629436,9.943147654,18.52976578,9.455189175
LCMT2,0.793595755,NA,NA,0.608369084,0.339829267
LCORL,54.68936009,0.833365869,4.447820985,11.53387884,9.247617507
LCOR,4.633373979,NA,NA,4.322166321,2.328711106
LDAH,55.80762061,1.740539201,1.551899654,NA,4.949097024
LDB1,21.92579266,2.541357862,3.148098226,18.36667432,3.197439284
LDHA,15.69257601,4.427958198,7.021057625,18.05226769,84.78163035
LDHB,64.28413909,20.9986369,19.90341795,NA,22.83867061
LDHC,50.05415898,12.12232663,45.82524411,NA,1.334318413
LDLRAD3,7.911360735,0.630149577,1.066315224,5.507811765,3.686756307
LDLRAD4,5.475912416,NA,NA,4.835204149,NA
LDLRAP1,10.82776035,1.939294072,1.376685223,4.446594444,NA
LDLR,1.977688963,NA,0.400253171,1.052252704,1.151882601
LDOC1L,3.223882034,NA,NA,1.778800738,1.194923508
LDOC1,19.17879369,8.902680007,10.96206848,31.53576729,4.300990068
LEAP2,9.118654236,NA,NA,NA,1.158143496
LEF1,9.098114172,0.399940654,0.550352003,11.67502106,3.635798398
LEMD2,18.06997035,2.966573618,3.224250453,5.529752106,4.346577132
LEMD3,3.493425885,NA,NA,1.850312977,3.286950079
LEO1,7.177241864,NA,0.415954964,3.221972746,5.781023911
LEPROTL1,8.73998297,1.615552258,1.717764787,8.147396203,4.219454637
LEPROT,7.638911206,1.139814477,1.85085513,NA,2.780782688
LEPR,26.34540327,0.540694006,0.507541456,5.91089496,9.606061493
LETM1,18.44306887,3.534251311,4.27301934,5.025795574,5.761626999
LETM2,5.448182914,0.45157592,0.418707224,3.600184187,2.45922263
LETMD1,NA,8.162756338,103.5501146,32.68958499,4.283804333
LGALS1,NA,NA,NA,NA,0.940832934
LGALS3BP,15.05999327,NA,4.460894024,4.764792161,2.559092015
LGALS9,3.454818146,NA,NA,29.77724654,1.785870167
LGALSL,8.020514646,0.447588759,0.754129487,5.687227924,2.999438209
LGI2,7.940470614,0.77715133,NA,2.509660726,7.063051277
LGMN,NA,9.229564948,14.18635082,38.27012901,11.88417215
LGR4,10.17294437,NA,NA,4.591747191,2.959582436
LGR5,5.132552014,NA,NA,0.649380217,1.529914604
LGR6,NA,NA,NA,NA,3.126652045
LHFPL2,3.487625499,NA,NA,2.597154298,3.300307406
LHFP,5.931146174,0.605148507,0.825227804,8.987098073,1.959215859
LHPP,NA,3.177542589,9.006418353,3.584713436,17.19878894
LHX2,9.774981304,1.369572834,NA,6.811601516,NA
LHX4,8.327283842,0.465812022,0.405090954,5.455065076,4.409424123
LHX6,4.340602639,NA,NA,5.337378817,NA
LHX8,3.248500196,NA,NA,0.993306878,NA
LHX9,10.07471238,NA,NA,NA,1.449256998
LIAS,9.250921273,1.332898979,3.098376136,4.917286217,1.561479022
LIFR,15.16984592,NA,NA,2.482913995,7.490955542
LIG1,19.03291061,2.27503335,2.559240765,5.091404892,3.312324594
LIG3,5.337922331,0.417141957,0.604607651,1.850729871,5.610996822
LIG4,9.58771178,NA,NA,14.14924261,3.51980887
LIMA1,7.51040246,0.192434631,0.291557065,8.835574529,3.270328743
LIMCH1,35.348449,NA,0.481669194,4.550246506,3.376999577
LIMD1,3.635313481,NA,0.13111414,2.466073293,4.3095826
LIMD2,3.080776602,2.352360971,4.739528402,3.905221165,4.250444652
LIME1,11.423437,11.58392031,3.221116458,9.209037779,2.038781444
LIMK1,17.41104743,3.45754762,4.215496678,6.602322095,3.601204715
LIMK2,13.79179822,1.035368918,1.551742162,8.170992853,2.7883321
LIMS1,4.331441157,NA,NA,2.350033827,3.399870553
LIN28B,8.164324628,NA,NA,8.510979926,4.003165606
LIN37,8.856050663,1.377922528,1.993325839,4.56945365,4.219552488
LIN52,4.671760443,0.285041214,NA,8.384822476,1.853852867
LIN54,5.327133982,NA,NA,6.20755932,2.490713326
LIN7A,450.2522219,3.032986845,1.628809616,113.4693171,2.648451198
LIN7B,6.927779013,4.611565302,6.059898662,3.337115987,13.01555929
LIN7C,17.60257222,NA,NA,120.7401076,5.080516075
LIN9,4.739806878,NA,NA,3.651058013,3.3627611
LINGO1,NA,1.531203299,NA,NA,NA
LINS1,4.744275372,NA,NA,5.443652326,2.057624978
LIPA,48.43190065,7.049160811,14.87703157,9.902808432,5.917845436
LIPE,9.738112717,1.982911845,2.23308592,6.950620751,1.718779502
LIPT1,3.651880177,NA,NA,1.451951401,2.441822022
LIPT2,0.623940283,NA,NA,0.328034365,NA
LITAF,20.48226955,2.408111024,2.647739545,11.15051972,7.175373899
LIX1L,12.21773101,1.50020276,1.66312344,11.63403214,2.512997301
LLGL1,191.7006129,9.369917049,6.583572365,8.27180484,6.947133797
LLGL2,22.4883091,1.775256611,1.420407676,3.462033842,10.16298895
LLPH,3.817057342,0.655969219,0.187586629,29.61733546,2.989108622
LMAN1,20.37755862,0.224424177,0.436455532,2.761304272,144.4865064
LMAN2L,65.27793436,2.183639468,3.76169807,9.814433325,3.141389951
LMAN2,NA,NA,NA,NA,24.0858381
LMBR1L,NA,2.632964413,3.31969472,16.5044098,10.9770721
LMBR1,8.424066422,0.365566015,0.689966214,4.367034686,10.34439664
LMBRD1,13.38401463,NA,0.500369696,4.069665504,13.33288033
LMBRD2,6.464045694,NA,NA,1.956793059,4.490996614
LMCD1,31.77186895,2.594661646,4.554545877,61.61222347,3.67482188
LMF1,13.81848969,3.990972424,2.80216043,4.250109542,6.251975655
LMF2,26.42414918,9.153818136,4.211521138,4.255864377,5.035941179
